year	month	day	34.5	190	1500	1040				
2005	8	15	23.5	20	13	14				
2005	8	16	22	21	10	12				
2005	8	17	20.5	18.5	12	13				
2005	8	18	20	20	9	12				
2005	8	19	22	20	10	11				
2005	8	20	21.5	20	14	15				
2005	8	21	23	20.5	13	17				
2005	8	22	23.5	20.5	10	16				
2005	8	23	23	20.5	10	17				
2005	8	24	22.5	19.5	9	16				
2005	8	25	24	20	9	13				
2005	8	26	22.5	20.5	12	16				
2005	8	27	23.5	18	7	11				
2005	8	28	22.5	18	9	14				
2005	8	29	15	20	8	12				
2005	8	30	19.5	17.5	8	7				
2005	8	31	18	17	9	16				
2005	9	1	17	17	7	12				
2005	9	2	18	18	9	8				
2005	9	3	19.5	19.4	10	16				
2005	9	4	20	21.5	11	17				
2005	9	5	17.5	22	12	16				
2005	9	6	18	21	13	17				
2005	9	7	17.5	19	8	15				
2005	9	8	20	19.8	10	16				
2005	9	9	19	20	10	17				
2005	9	10	18	20	9	16				
2005	9	11	17.5	19	10	11				
2005	9	12	19.5	18	10	12				
2005	9	13	17	20	12	18				
2005	9	14	19	20	11	16				
2005	9	15	18.5	20.4	10	15				
2005	9	16	18.5	20	9	15				
2005	9	17	17.5	20	9	13				
2005	9	18	18	18	9	10				
2005	9	19	18.5	20	8	14				
2005	9	20	19	19	9	12				
2005	9	21	19	19	9	10				
2005	9	22	18.5	17.5	9	12				
2005	9	23	21.5	20	10	14				
2005	9	24	22.5	21	10	15				
2005	9	25	23	20.5	9	14				
2005	9	26	18.5	20	10	13				
2005	9	27	19.5	20	10	16				
2005	9	28	18.5	20	10	16				
2005	9	29	18	18	8	14				
2005	9	30	17	18.4	9	14				
2005	10	1	18.5	20	9	15.6				
2005	10	2	18.5	18	8	14				
2005	10	3	17.5	16.5	8	12				
2005	10	4	19.5	17.4	6	10				
2005	10	5	15	14	5	11				
2005	10	6	18	16	10	11				
2005	10	7	17.5	17.6	9	13				
2005	10	8	16	18	8	13				
2005	10	9	15.5	15	5	11				
2005	10	10	15	16	7	13				
2005	10	11	15	16	10	9				
2005	10	12	16	15.5	12	11				
2005	10	13	16.5	16.5	8	11				
2005	10	14	16	17	8	12				
2005	10	15	16.5	17	7	10				
2005	10	16	17	14.5	10	9				
2005	10	17	20.5	16	7	11				
2005	10	18	19.5	19	8	11				
2005	10	19	15	18	8	10				
2005	10	20	20	18	6	9				
2005	10	21	19.5	18	6	11				
2005	10	22	15.5	14.5	3	10				
2005	10	23	12	11	1	7				
2005	10	24	10.5	8	0	2				
2005	10	25	6.5	9	0	4				
2005	10	26	10.5	11.5	1	6				
2005	10	27	6.5	10.5	2	6				
2005	10	28	6.5	11.5	2	5				
2005	10	29	9.5	12.4	3	5				
2005	10	30	8	14	2	8				
2005	10	31	9.5	14.5	3	7				
2005	11	1	10.5	10	4	6				
2005	11	2	11	11	2	6				
2005	11	3	10	12.6	4	5				
2005	11	4	10.5	14	4	8.8				
2005	11	5	9.5	12.5	3	8				
2005	11	6	8	14	4	10				
2005	11	7	10	11.5	1	6				
2005	11	8	9	10.5	1	5				
2005	11	9	9	10	-1.4	3				
2005	11	10	8	8	-1	3				
2005	11	11	8	8	-1	3				
2005	11	12	7	6	-1.2	1				
2005	11	13	7	6	-1.2	1				
2005	11	14	3.5	5	-2	3				
2005	11	15	4	5.4	-1	2				
2005	11	16	5.5	6.5	-1	1				
2005	11	17	5.5	8.2	1	4				
2005	11	18	5	9	2	5				
2005	11	19	4.5	10	2	4				
2005	11	20	4.5	10	1	3				
2005	11	21	5	10	2	4				
2005	11	22	7	10	1	5				
2005	11	23	7	12	1	4				
2005	11	24	7	6	1	4				
2005	11	25	3	7	-2	1				
2005	11	26	5	6	-4	1				
2005	11	27	2.5	6.5	-2	1				
2005	11	28	0	5.5	-1	1				
2005	11	29	2.5	6	0	3				
2005	11	30	3.5	9	0	2				
2005	12	1	8	10.5	1	5				
2005	12	2	6.5	9.5	1	3				
2005	12	3	4.5	10	1	3				
2005	12	4	8.5	10.5	2	6				
2005	12	5	7.5	10.5	1	4				
2005	12	6	11	11.5	2	5				
2005	12	7	10	10.5	1	7.8				
2005	12	8	4	9.5	1	7				
2005	12	9	3.5	5.5	0	2				
2005	12	10	3	5.5	0	2				
2005	12	11	8	8.4	-1	4.9				
2005	12	12	1.5	5.5	-2	1				
2005	12	13	2	6	-1	2				
2005	12	14	3	4.5	-2	1				
2005	12	15	2.5	5	-1	1				
2005	12	16	4.5	7.4	1	2				
2005	12	17	11	12.5	0	4				
2005	12	18	10	12	1	5				
2005	12	19	5	12	0	2				
2005	12	20	5	10	0	2				
2005	12	21	2	8.5	-2	1				
2005	12	22	1.5	10	-1	1				
2005	12	23	1	9.5	0	2				
2005	12	24	5	10	1	3				
2005	12	25	2	8	1	4				
2005	12	26	5.5	8.5	1.8	5.4				
2005	12	27	4.5	4	-5	-2				
2005	12	28	1	2	-10	-1.2				
2005	12	29	-2	4.8	-11	-5				
2005	12	30	-2	1.5	-10	-5				
2005	12	31	-1.5	2	-8	-5				
2006	1	1	-1.5	2	-10	-5.2				
2006	1	2	-1.5	1.5	-7.2	-5.2				
2006	1	3	-1.5	1.5	-8	-3				
2006	1	4	-2.5	1.5	-7	-4.4				
2006	1	5	-2	1.5	-6	-4.4				
2006	1	6	-1.5	2	-5	-2.6				
2006	1	7	2.5	1.5	-2.2	-2.2				
2006	1	8	1.5	1	-1	1				
2006	1	9	2.2	3	-3	0				
2006	1	10	2.5	1	-6	-1				
2006	1	11	3	1.8	-7	-1.4				
2006	1	12	0.5	1	-6	-2.6				
2006	1	13	1.4	3	-5	-2.6				
2006	1	14	2.5	1	-6	-1				
2006	1	15	0	1.5	-6	-1				
2006	1	16	1.5	0	-7	-1.2				
2006	1	17	-1.5	0	-10	-4				
2006	1	18	-1	1	-10	-4				
2006	1	19	-0.5	1.5	-10	-4				
2006	1	20	0	1	-9	-4				
2006	1	21	1.5	4	-6.2	-4				
2006	1	22	0	0	-10	-3				
2006	1	23	-0.5	-1	-8	-3				
2006	1	24	1.5	1.6	-5.2	-3				
2006	1	25	0.5	2	-6	-1				
2006	1	26	-1	1	-4.2	-1				
2006	1	27	0.8	1.5	-2	-1				
2006	1	28	-1.5	-2	-6	-3				
2006	1	29	-1.2	-2.5	-6	-3.4				
2006	1	30	-1.5	1	-3.3	-3.4				
2006	1	31	-0.4	1	-6	-2				
2006	2	1	0	2.6	-6	-2				
2006	2	2	2.4	5.5	-3.2	-1				
2006	2	3	6	7.6	-1.2	2				
2006	2	4	5.5	9	-4	3				
2006	2	5	7	6.5	-1.2	3				
2006	2	6	0.5	2	-2	1				
2006	2	7	3.5	3	-2	1				
2006	2	8	1.5	6.2	1.8	4				
2006	2	9	7	5.5	1	7				
2006	2	10	5.5	6	-1	2				
2006	2	11	0	1.5	-2	1				
2006	2	12	1	5	1	3				
2006	2	13	1.5	2.5	-1	4				
2006	2	14	1	4.5	0	4				
2006	2	15	2.5	5	1	3				
2006	2	16	3	5	-1	3				
2006	2	17	4	5	-1.2	3				
2006	2	18	0.5	1	-11	-2				
2006	2	19	1.8	0.5	-8	-2				
2006	2	20	1	1.6	-5	1				
2006	2	21	2	5.5	-5	-1				
2006	2	22	1.5	3.5	-6	1				
2006	2	23	3.5	3.5	-5	1				
2006	2	24	0	2	-5	-1.2				
2006	2	25	5.5	2.5	-2	-3				
2006	2	26	5	6.5	-1	-1.2				
2006	2	27	8	8.8	0	4				
2006	2	28	7.5	9.5	1	4				
2006	3	1	9.5	9	1	7				
2006	3	2	7	10	2	5				
2006	3	3	5.5	7.5	0	5				
2006	3	4	8.5	8	1	3				
2006	3	5	7	7	-3	2				
2006	3	6	4.5	7.4	-3	1				
2006	3	7	4.8	8.5	-2	2				
2006	3	8	10	9	-2	2				
2006	3	9	10.5	12	3	2				
2006	3	10	8	15	3	4				
2006	3	11	5	9	-3	3.6				
2006	3	12	4.5	5	-5	1				
2006	3	13	5.5	5	-8	-2				
2006	3	14	6.5	5	-3	-2				
2006	3	15	7	5.5	-4	-2				
2006	3	16	5.5	5.5	-2	3				
2006	3	17	6.5	5.5	-4	3				
2006	3	18	4.5	6	-4	3				
2006	3	19	6	5	-4	-2				
2006	3	20	8.5	6.2	1.8	-2				
2006	3	21	4	7	-3	4				
2006	3	22	3.5	6.5	0	-2				
2006	3	23	5.5	7.5	-2	-2				
2006	3	24	6	6	-3	-2				
2006	3	25	6.5	7.5	-1	-5				
2006	3	26	5	6	1	4				
2006	3	27	4.5	7.5	8	6				
2006	3	28	6.5	7.5	2	4				
2006	3	29	5.5	7.5	2	4				
2006	3	30	5	8	2	4				
2006	3	31	4.5	7	1	3				
2006	4	1	6.8	7.8	2	4				
2006	4	2	6.5	7.5	4	7				
2006	4	3	7.5	8.5	3	9				
2006	4	4	7.5	7	5	9				
2006	4	5	8.5	8.5	2	6				
2006	4	6	9.5	10	5	8				
2006	4	7	6.5	9.5	1	8				
2006	4	8	4.5	9.5	-1	6				
2006	4	9	7.5	9	-2	4				
2006	4	10	8.5	9.8	1	6				
2006	4	11	9.5	9	3	7				
2006	4	12	6.5	10.5	2	6				
2006	4	13	10.5	10	3	6				
2006	4	14	11	11.4	3	8				
2006	4	15	11.5	13.5	5	9				
2006	4	16	12	14.5	3	10				
2006	4	17	11	12	1	9				
2006	4	18	10	12	4	8				
2006	4	19	9.5	12	1	9				
2006	4	20	9	10	-1	6				
2006	4	21	9.5	9.5	1	7				
2006	4	22	12.5	11.8	4	10				
2006	4	23	12	14	5	11				
2006	4	24	12.5	13.5	5	9				
2006	4	25	13	14	9	12				
2006	4	26	13	13	6	11				
2006	4	27	10	12	2	9				
2006	4	28	9	10	-1	8				
2006	4	29	10.5	11.6	0	8				
2006	4	30	12.5	13.5	3	8.4				
2006	5	1	10	13	3	9				
2006	5	2	10.5	13.4	3	8				
2006	5	3	9.5	12	1	8				
2006	5	4	10	12.8	5	9.6				
2006	5	5	12	14	5	10				
2006	5	6	9	13	4	9				
2006	5	7	12	13.6	4	10				
2006	5	8	13	14	8	11				
2006	5	9	14	14	8	15				
2006	5	10	15	15	10	17				
2006	5	11	14	15	5	13				
2006	5	12	15	15.5	5	13				
2006	5	13	13	16.5	6	14				
2006	5	14	13	15.5	8	15				
2006	5	15	14	15	4	13				
2006	5	16	12.5	15	3	11				
2006	5	17	15	15.4	1	11				
2006	5	18	15	17	8	12.8				
2006	5	19	15	17	8	15				
2006	5	20	15.5	17	3	13				
2006	5	21	15.5	14	2	12				
2006	5	22	13	14.5	7.2	12				
2006	5	23	14	14	8	11				
2006	5	24	16	16.4	8	13				
2006	5	25	16	16.5	4	14				
2006	5	26	15	14.5	6	12				
2006	5	27	14.5	17	5	13.2				
2006	5	28	17	20	8	17				
2006	5	29	15	18.5	9	12				
2006	5	30	15	16	4	16				
2006	5	31	13	17	3	16				
2006	6	1	16	16.5	8	19				
2006	6	2	18	16	9	16				
2006	6	3	19	16.5	8	17				
2006	6	4	18	17.5	8	16				
2006	6	5	19	19.5	8	16				
2006	6	6	19	19	9	16				
2006	6	7	19.5	18	9	17				
2006	6	8	18	20.5	9	16				
2006	6	9	17.5	20.5	15.8	19				
2006	6	10	19	21	12	17				
2006	6	11	18.5	21.5	4	19				
2006	6	12	21	21.5	12	20				
2006	6	13	16.5	22	3	19				
2006	6	14	18	21.5	3	17				
2006	6	15	21	19.5	8	19.4				
2006	6	16	19	21.5	7	19				
2006	6	17	20	19.5	7	19				
2006	6	18	18	20.5	3	20				
2006	6	19	15.5	20.5	4	18				
2006	6	20	18	20	8	17				
2006	6	21	19	20.2	8	17				
2006	6	22	19	21	11	18				
2006	6	23	19	20	3	18				
2006	6	24	19	20.5	3	17				
2006	6	25	18	19.5	3	17				
2006	6	26	19	21	5	19				
2006	6	27	21	22	3	20				
2006	6	28	22	22	4	20				
2006	6	29	22	23	3	20				
2006	6	30	20	22	5	20				
2006	7	1	19	22	6	18				
2006	7	2	19	22	4	18				
2006	7	3	20	22	3	19				
2006	7	4	20	22.5	3	19				
2006	7	5	17	20.5	2	17				
2006	7	6	17	20	4	17				
2006	7	7	18	20	3	18				
2006	7	8	18	20.4	3	17				
2006	7	9	19	21.2	7	17				
2006	7	10	20	21	3	19				
2006	7	11	20	22	6	19				
2006	7	12	21	22	7	18				
2006	7	13	19	21	5	17				
2006	7	14	18	21	8	18				
2006	7	15	19	21	4	18				
2006	7	16	19	21	7	18				
2006	7	17	19	21	5	19				
2006	7	18	19	21	3	18				
2006	7	19	19	22	7	20				
2006	7	20	19.5	20.5	7	20				
2006	7	21	21	22	3	20				
2006	7	22	19	23	3	20				
2006	7	23	20	23	3	19				
2006	7	24	21	22	7	20.8				
2006	7	25	19	23	6	20				
2006	7	26	20	23	5	20				
2006	7	27	20	22.5	4	18				
2006	7	28	21	22.5	5	19				
2006	7	29	19	22	5	19				
2006	7	30	20	22	3	19				
2006	7	31	18	19.5	1	16				
2006	8	1	20	20	2	17				
2006	8	2	19	22	3	19				
2006	8	3	21	22	3	19				
2006	8	4	19	22	3	19				
2006	8	5	21	21.5	3	19				
2006	8	6	20	23.4	7	21				
2006	8	7	21	20	4	18				
2006	8	8	23	22	3	18				
2006	8	9	21.5	22	7	21				
2006	8	10	21	22	7	22				
2006	8	11	22	24.5	4	20				
2006	8	12	20	22.5	3	20				
2006	8	13	22	23.5	6	20				
2006	8	14	22.5	23.5	6	20				
2006	8	15	22	23	6	20				
2006	8	16	21	23	5	20				
2006	8	17	20	23	5	20				
2006	8	18	19.5	22	3	17				
2006	8	19	19	21	0	16				
2006	8	20	19	21	0	14				
2006	8	21	20	21	2	14				
2006	8	22	20	21	3	15				
2006	8	23	21.5	21	6	17				
2006	8	24	21	20.5	7	16				
2006	8	25	19	21	7	18				
2006	8	26	20.5	20.5	8	22				
2006	8	27	20	21	7	18				
2006	8	28	21	21	8	19				
2006	8	29	21.5	21.5	8	20				
2006	8	30	22.5	23.5	10	19				
2006	8	31	23	23	5	19				
2006	9	1	22	20	4	17				
2006	9	2	21.5	21	4	17				
2006	9	3	22	22	5	15				
2006	9	4	24	21.5	1	14				
2006	9	5	22	21.5	0	14				
2006	9	6	20	21	2	15				
2006	9	7	21	21	5	17.4				
2006	9	8	22	19.5	2	18				
2006	9	9	20.5	17.5	3	18				
2006	9	10	21	17	5	19				
2006	9	11	19	17	3	19				
2006	9	12	20.5	17	1	17				
2006	9	13	19	18	3	16				
2006	9	14	17	19	1	16				
2006	9	15	18	19	0	14				
2006	9	16	17.5	19.5	1	15				
2006	9	17	16	17	0	13				
2006	9	18	14	14	0	10				
2006	9	19	12	12.5	0	7				
2006	9	20	13	13	2	9				
2006	9	21	14	13.5	0	11				
2006	9	22	15.5	14.2	0	15				
2006	9	23	16	14	2	12				
2006	9	24	16	16.4	0	14				
2006	9	25	17.5	18	0	14				
2006	9	26	16	17	4	13				
2006	9	27	18	18	1	14				
2006	9	28	15.5	17	0	11				
2006	9	29	16.5	14	0	9				
2006	9	30	14	15.8	0	9				
2006	10	1	16.5	16.5	0	10				
2006	10	2	14	18	4	12				
2006	10	3	15	18	3	14				
2006	10	4	18	18.5	1	13				
2006	10	5	18	19	0	15				
2006	10	6	17	18	0	14				
2006	10	7	15	18	1	15				
2006	10	8	17	17.5	0	14				
2006	10	9	15	17	0	13				
2006	10	10	16.5	16	0	10				
2006	10	11	15	17	0	10				
2006	10	12	17.5	18	0	14				
2006	10	13	15	17.5	0	13				
2006	10	14	14	17.5	0	12				
2006	10	15	15	17.5	0	11				
2006	10	16	14.5	17	2	12				
2006	10	17	16	18.4	2	15				
2006	10	18	17	16.5	0	11				
2006	10	19	15	18	4	12				
2006	10	20	13	13.5	0	12				
2006	10	21	14	14	0	12				
2006	10	22	15	15.5	0	12				
2006	10	23	15	17.2	0	11				
2006	10	24	13.5	14	0	10				
2006	10	25	14	14	0	10				
2006	10	26	12	14.5	5	11				
2006	10	27	13	16.4	2	11				
2006	10	28	14	15	0	11				
2006	10	29	13	13.5	0	9				
2006	10	30	15	14	2	12				
2006	10	31	13	14.5	0	11				
2006	11	1	15	15.8	1	11				
2006	11	2	14.5	18	0	12				
2006	11	3	14	14	0	12				
2006	11	4	15	15	0	10				
2006	11	5	14	13.5	0	8				
2006	11	6	15.5	15	0	10				
2006	11	7	13.5	15	0	10				
2006	11	8	14	15	0	12				
2006	11	9	10.5	9	-1.2	4				
2006	11	10	12	4	-1.2	2				
2006	11	11	13.4	4.8	-1.2	3				
2006	11	12	14	7.4	0	3				
2006	11	13	10	10	0	4				
2006	11	14	11	10	0	5				
2006	11	15	8	10	0	6				
2006	11	16	8	9	0	5				
2006	11	17	9	5	-1.2	1				
2006	11	18	9.5	6.4	-1.2	1				
2006	11	19	6	6	0	2				
2006	11	20	7	5	-2.2	-1.2				
2006	11	21	5.5	4	-2.4	-1.2				
2006	11	22	4	4.8	-2.4	-2				
2006	11	23	6.4	5.5	-2	-3				
2006	11	24	8.5	5	-2	-2				
2006	11	25	4	7	-1	-1.4				
2006	11	26	6.5	8	0	3				
2006	11	27	6.5	6.5	0	2				
2006	11	28	5	5	-1	1				
2006	11	29	2.5	5	-1	1				
2006	11	30	4	1	-4	-2				
2006	12	1	2	1.5	-6	-2				
2006	12	2	3	1.5	-6	-2				
2006	12	3	2	2.5	-5	-2				
2006	12	4	2.5	3	-3	-3				
2006	12	5	3	3	-5	-2				
2006	12	6	4	2	-4	-2				
2006	12	7	5	2	-3	-2				
2006	12	8	5.5	3.6	-2	-2				
2006	12	9	4	5.5	-1	-2				
2006	12	10	5	5.5	-1	-2				
2006	12	11	3	5	-2	-2				
2006	12	12	3	5.5	-2	-1				
2006	12	13	5.4	5.5	-2	-2				
2006	12	14	6.5	4	-2	-2				
2006	12	15	5	4.6	-3	-2				
2006	12	16	4.5	4.5	-3	-1				
2006	12	17	3.5	1	-5	-1				
2006	12	18	2	3.4	-2	-2				
2006	12	19	3	3	-1	-1				
2006	12	20	3	4.2	-2	-2				
2006	12	21	2	6	-2	-2				
2006	12	22	1.5	7.5	-2.2	-1				
2006	12	23	3	4.5	-3.6	-2				
2006	12	24	2	2	-6.2	2				
2006	12	25	1	1.5	-6.2	-1				
2006	12	26	3.5	3	-5.2	-1				
2006	12	27	4.5	8.5	-1.2	-2				
2006	12	28	4.5	5	-3.2	-2				
2006	12	29	0	0	-5.4	-2				
2006	12	30	0.4	0	-7.4	-3.2				
2006	12	31	1	1.5	-7.4	-3.4				
2007	1	1	1.5	1.5	-6.2	-3.4				
2007	1	2	1	1	-8.2	-5.4				
2007	1	3	1.5	0	-8.2	-5.4				
2007	1	4	0	0.5	-8.2	-6				
2007	1	5	0	2.6	-6.2	-6				
2007	1	6	4	8	-1.2	-3.6				
2007	1	7	3	5	-3.2	-2				
2007	1	8	2	5	-3.2	-2				
2007	1	9	0.5	1	-5	-1.2				
2007	1	10	2.5	2.6	-4.2	-2				
2007	1	11	1	2	-5	-1.6				
2007	1	12	1.5	2	-5	-1.6				
2007	1	13	0.5	3.6	-4.2	-2				
2007	1	14	1	4	-2.2	-1.4				
2007	1	15	2.5	4	-2.4	-2				
2007	1	16	1	2	-5	-3				
2007	1	17	0.5	3.4	-5.2	-2				
2007	1	18	0	0	-7.4	-3.2				
2007	1	19	2.4	0.8	-7.4	-3.2				
2007	1	20	4	3	-5.8	-3				
2007	1	21	6	7.2	-5.8	-1.2				
2007	1	22	2.5	5.5	-3.4	-2				
2007	1	23	4.2	4	-2	-2				
2007	1	24	7	4.6	-1	-1				
2007	1	25	4	5.5	-1	-2				
2007	1	26	3	9.8	1.2	-2				
2007	1	27	2	6.5	3	-3				
2007	1	28	3	9	3	-5				
2007	1	29	4	9.5	4.8	-5				
2007	1	30	4	5	3	-3				
2007	1	31	5	5.4	4.8	-3				
2007	2	1	3	6.5	-2	-3				
2007	2	2	2	1	-2	-2				
2007	2	3	3	4	-2	1				
2007	2	4	2.5	3	0	6				
2007	2	5	2	3.8	1	-2				
2007	2	6	4.5	4.6	2	-3				
2007	2	7	2.5	5.8	3	-6				
2007	2	8	6	7	-1	-5				
2007	2	9	5	5	-1	-2				
2007	2	10	1.5	5	-1	-3				
2007	2	11	2.5	5.6	0	-2				
2007	2	12	3	4.5	-1	-1				
2007	2	13	4.4	3	0	-5				
2007	2	14	3.5	3.8	2	2				
2007	2	15	4	5	0	-3				
2007	2	16	5.5	5.5	0	-3				
2007	2	17	5	5.5	-1	-4				
2007	2	18	3	1.5	-2	-1				
2007	2	19	0	0	-5	-3				
2007	2	20	0	0.5	-5	-1.6				
2007	2	21	0	1.4	-2.4	-2				
2007	2	22	2.8	5	-1.6	-3				
2007	2	23	2.5	5	0	-5				
2007	2	24	5	3.5	0	-4				
2007	2	25	1.5	2.5	-8.2	-6				
2007	2	26	-2	-2.5	-7.2	-17				
2007	2	27	-3.5	-1.6	-2.4	-5				
2007	2	28	-1.2	0	-6.2	-5				
2007	3	1	1	0.6	-6.2	-4				
2007	3	2	1.5	2.2	-2.2	-13				
2007	3	3	3	5	0	-15				
2007	3	4	2.5	5.5	0	12				
2007	3	5	3	7	1.2	-7				
2007	3	6	7	9.5	3.6	-7				
2007	3	7	4	7.5	-1	-5				
2007	3	8	4	5	-2.8	-2				
2007	3	9	1	5.5	-2.2	-1				
2007	3	10	5	5.5	-2.2	-3				
2007	3	11	4	2.5	-2.2	-1				
2007	3	12	5.5	2.5	-2.2	-1				
2007	3	13	4	3.4	-2.2	-1				
2007	3	14	3	4.5	1.8	-6				
2007	3	15	3	5.2	4.6	-3				
2007	3	16	5	7	2.6	-5				
2007	3	17	4	5	-1.4	-2				
2007	3	18	2.5	1.5	-1.4	-4				
2007	3	19	2.5	1.5	-1.4	-1				
2007	3	20	4	5	-1.4	-2				
2007	3	21	6.5	4	-1	1				
2007	3	22	4.5	4.6	-0.2	2				
2007	3	23	3.5	6	0.4	3				
2007	3	24	5	5	2.8	5				
2007	3	25	6	5.4	3.6	7				
2007	3	26	4	7	3	5				
2007	3	27	3.5	8	3.8	2				
2007	3	28	5	7	0	1				
2007	3	29	4	6	-2	1				
2007	3	30	4	4	-2	1.8				
2007	3	31	4	4	-2	1				
2007	4	1	5.5	4	-1.8	1				
2007	4	2	5	5.4	2	1.8				
2007	4	3	5	5.5	2	4				
2007	4	4	4.5	5	2	4				
2007	4	5	7.5	8	3.2	6				
2007	4	6	7	8.5	3	4				
2007	4	7	9	9.8	5.2	6.6				
2007	4	8	8	10	6	7				
2007	4	9	6	10	7	7				
2007	4	10	5.5	10	5	6				
2007	4	11	8	11	6.2	7				
2007	4	12	6	10	12.4	8				
2007	4	13	8	10	6	8				
2007	4	14	6	7.5	7	7				
2007	4	15	8	8.4	5.6	6				
2007	4	16	8	10	3	5				
2007	4	17	6.5	10.6	4.2	7				
2007	4	18	7.5	10	7	6				
2007	4	19	9	10	9.6	9				
2007	4	20	8	10.8	7	10				
2007	4	21	9.5	8.5	6	5				
2007	4	22	10.5	10.5	1.8	6				
2007	4	23	11.5	10	1.8	7				
2007	4	24	9	9.5	10.4	10				
2007	4	25	10	10.5	7	6				
2007	4	26	9	10	3	5				
2007	4	27	9.5	10	3.8	6				
2007	4	28	10	10.5	4.2	6				
2007	4	29	10.5	10.5	5.8	7				
2007	4	30	12.2	10	5.8	8.6				
2007	5	1	13.5	13.4	12	13				
2007	5	2	12	13	11	8				
2007	5	3	15	15.5	11.6	11				
2007	5	4	14.5	13.5	7	7				
2007	5	5	13.5	14	7.6	11				
2007	5	6	15	13.5	7	9				
2007	5	7	10.5	14	7	10				
2007	5	8	13	9	7	7				
2007	5	9	15.5	9.5	10.6	9				
2007	5	10	14	14.5	12.6	12				
2007	5	11	15	15	13.2	14				
2007	5	12	15.5	15.5	11	11				
2007	5	13	14.5	14	12	10				
2007	5	14	16	16.5	5	16				
2007	5	15	13	15	7.8	11				
2007	5	16	10	13	6	8				
2007	5	17	13.5	12.5	4	7				
2007	5	18	15.5	13	3	7				
2007	5	19	16	13	7	8				
2007	5	20	17	13	7	9				
2007	5	21	17	13.5	7	9				
2007	5	22	18	13.4	11	11				
2007	5	23	14	15	11	12				
2007	5	24	15.5	15.5	11	10				
2007	5	25	16.5	15	13.6	12				
2007	5	26	16	11.4	15	13				
2007	5	27	17.5	11.2	15	13				
2007	5	28	18	13.6	20	14				
2007	5	29	16.5	13.2	20	16				
2007	5	30	18.5	13.6	17	15				
2007	5	31	16.5	20	15	16				
2007	6	1	19.5	18.4	15	15				
2007	6	2	19	18	15	12				
2007	6	3	18	18	15	16				
2007	6	4	16.5	16.6	15	16				
2007	6	5	17	14.8	12	14				
2007	6	6	15	16.6	12	14				
2007	6	7	17	16.5	10	14				
2007	6	8	19	16.5	11.2	15				
2007	6	9	20.5	20	16	16				
2007	6	10	16	19	15	16				
2007	6	11	18.5	19	12	14				
2007	6	12	20	17.4	11	13				
2007	6	13	19	16.5	15.4	13				
2007	6	14	20	18	14	15				
2007	6	15	17.5	15.8	15	15				
2007	6	16	21.5	16	15	15				
2007	6	17	21	16	15	17				
2007	6	18	22.5	19	16	18				
2007	6	19	18	19.2	15	17				
2007	6	20	21	20	15	17				
2007	6	21	19.5	20.5	15	16				
2007	6	22	20	19	16	15				
2007	6	23	19	18	11	14				
2007	6	24	18	19	13	15				
2007	6	25	19.5	19.8	13.8	15				
2007	6	26	19	20	14.2	17				
2007	6	27	19	19	13	15				
2007	6	28	18	18.5	12	15				
2007	6	29	19	19.4	12	16				
2007	6	30	20	21	14	17				
2007	7	1	19	21	14	16				
2007	7	2	19	21	14	17				
2007	7	3	21	22	14	18				
2007	7	4	20	21	14	15				
2007	7	5	19.5	20	14	18				
2007	7	6	21	20.5	15	17				
2007	7	7	19	21.8	15	18				
2007	7	8	19	23	15	17				
2007	7	9	22.5	22	15	17				
2007	7	10	18	20	14.8	15				
2007	7	11	19.5	19	14	14				
2007	7	12	21	19	15	18				
2007	7	13	22	20.5	17	18				
2007	7	14	23.5	22.2	17	17				
2007	7	15	24	22	16	17				
2007	7	16	23.5	21	16	18				
2007	7	17	22.5	21.5	15	17				
2007	7	18	19	21	15	16				
2007	7	19	20.5	20	13	16				
2007	7	20	17	18	13	15				
2007	7	21	18.5	18.6	12	15				
2007	7	22	21.4	20.5	13.4	14				
2007	7	23	20.5	20	15	17				
2007	7	24	23	21	15	17				
2007	7	25	21.5	20.5	15	17				
2007	7	26	22.5	20	16	15				
2007	7	27	22	19	16	17				
2007	7	28	23.5	22	16	18				
2007	7	29	20	18	15	17				
2007	7	30	21.5	19	14	16				
2007	7	31	23	20	16	15				
2007	8	1	24	19	16	14				
2007	8	2	23.5	17	19	14				
2007	8	3	24	17	15	15				
2007	8	4	21	21	16	17				
2007	8	5	23.5	22	16	16				
2007	8	6	24	21	16	18				
2007	8	7	23	21	17.4	16				
2007	8	8	23	21	20	16				
2007	8	9	24.5	22	19	17				
2007	8	10	23.5	22	16	16				
2007	8	11	22.5	22	16	16				
2007	8	12	23	19	12	15				
2007	8	13	23.5	17	11	12				
2007	8	14	24.5	16	13.8	13				
2007	8	15	19.5	15	16.4	13				
2007	8	16	20.5	16.5	19	14				
2007	8	17	22.5	17	18	14				
2007	8	18	22	22	16	17				
2007	8	19	23	20	16	18				
2007	8	20	22.5	20	16	18				
2007	8	21	21	20.5	15	16				
2007	8	22	20.5	21.5	15	17				
2007	8	23	22	20.5	14	16				
2007	8	24	23	21	14.6	16				
2007	8	25	23.5	21	15	17				
2007	8	26	24	21	15	18				
2007	8	27	24.5	18.5	15	16				
2007	8	28	23.5	18	17.2	17				
2007	8	29	22	18.5	18	17				
2007	8	30	22.5	19	17	16				
2007	8	31	21.5	19.5	16	18				
2007	9	1	20.5	20	15.8	17				
2007	9	2	21	20	16	17				
2007	9	3	19	19	17.4	15				
2007	9	4	22	18	18	14				
