year	month	day	34.5	190	1500	1040				
2009	10	15	11	18	6	9				
2009	10	16	12	15	5	8				
2009	10	17	11.5	14	3	6				
2009	10	18	12	14	6	8				
2009	10	19	13	14	4	6				
2009	10	20	10	14	2	5				
2009	10	21	10	11	1	3				
2009	10	22	9.5	11	1	8				
2009	10	23	10	10.5	4	4				
2009	10	24	9	10.5	3	4				
2009	10	25	10	12.8	4	5				
2009	10	26	11	14.5	4	7				
2009	10	27	10	12	4	5				
2009	10	28	8	10	4	6				
2009	10	29	9.8	10.5	6	5				
2009	10	30	14	12.4	7	9				
2009	10	31	16	14	7	12				
2009	11	1	15	15	7	12				
2009	11	2	10	14	7	12				
2009	11	3	12.6	15.4	8	12				
2009	11	4	14	15	7	10				
2009	11	5	10	14	6	6				
2009	11	6	10.5	14	5	7				
2009	11	7	10	12	3	8				
2009	11	8	6	10	2	2				
2009	11	9	4	10	0	3				
2009	11	10	4	10.5	1	4				
2009	11	11	5.6	10	0	3				
2009	11	12	8.5	10	2	3				
2009	11	13	9	10.5	3	4				
2009	11	14	6	10	2	4				
2009	11	15	6.4	7	2	3				
2009	11	16	4	6	2	5				
2009	11	17	4	8	4	6				
2009	11	18	5.4	8	3	6				
2009	11	19	6.4	8	2	6				
2009	11	20	9	8.4	1	4				
2009	11	21	9	10	1	3				
2009	11	22	7	6.5	-3	1				
2009	11	23	2	5.5	-1.7	1				
2009	11	24	4	6	-1	2				
2009	11	25	5	5	-3	1				
2009	11	26	3	6	-1.8	1				
2009	11	27	4.4	6.5	0	3				
2009	11	28	7	6	-1	2				
2009	11	29	6.5	5.5	-0.2	1				
2009	11	30	3.5	7	0	2.6				
2009	12	1	5	8.5	-1	1				
2009	12	2	7	7	-1	1				
2009	12	3	4	5	-3	-3				
2009	12	4	1	1	-5	-2				
2009	12	5	1.5	1.5	-4	-2				
2009	12	6	1.5	4	-2.6	-1				
2009	12	7	2	5.5	0	1				
2009	12	8	4.4	6	0	2				
2009	12	9	5	5	-2	-2				
2009	12	10	5	5	-3	1				
2009	12	11	5.5	6	-0.4	-2				
2009	12	12	1	5	-3	-2				
2009	12	13	2	7.6	-1.2	1				
2009	12	14	8.4	11.4	-2	1				
2009	12	15	7	6.5	0.7	2				
2009	12	16	4	5	-2	-2				
2009	12	17	2	5.4	-2	-2				
2009	12	18	3	7.6	1	4.8				
2009	12	19	6	9.5	1	-2				
2009	12	20	9.6	10	2	4				
2009	12	21	5.5	6	0	-3				
2009	12	22	5.6	9.8	1	-3				
2009	12	23	10.5	10.5	0	-4				
2009	12	24	9.5	10	2.8	-4				
2009	12	25	7	6	0	-2				
2009	12	26	6.5	7.5	1	-2				
2009	12	27	4.5	6	0	-2				
2009	12	28	5	6.5	0	-2				
2009	12	29	6	8.6	0	-2				
2009	12	30	7	12.5	3	-5				
2009	12	31	7	10	2.9	-2				
2010	1	1	6.5	9.5	2	-4				
2010	1	2	8	8	2	-3				
2010	1	3	10	9.4	2	-4				
2010	1	4	10	14	1	-5				
2010	1	5	9	9.5	2	-4				
2010	1	6	4	4	-2	-4				
2010	1	7	2	2	-2	-3				
2010	1	8	3	2.4	-4	-4				
2010	1	9	0	5	-2.4	-3				
2010	1	10	1	5	-4	-3				
2010	1	11	1	5	-2.4	-3				
2010	1	12	1.6	7	0	-1.2				
2010	1	13	2	5	1	1				
2010	1	14	1	5.4	3	-4				
2010	1	15	1	6.8	2	-5				
2010	1	16	2.6	10	3	-5				
2010	1	17	8	9	3	-3				
2010	1	18	8.5	9.5	-1	-2				
2010	1	19	6.5	6	0.4	1				
2010	1	20	2	6	3	-2				
2010	1	21	2.5	6	4	-3				
2010	1	22	2	6	3	-2				
2010	1	23	2	7	0	-3				
2010	1	24	2.5	6	0	-2				
2010	1	25	1.5	7.2	2.4	-2				
2010	1	26	3	5	-1.5	-3				
2010	1	27	1.5	0	-8	-3				
2010	1	28	-2	-2	-11	-5				
2010	1	29	-1	0.4	-6.4	-3.8				
2010	1	30	2.4	5	-3.6	-2				
2010	1	31	6	9	0.4	-2				
2010	2	1	8	8	2	-4				
2010	2	2	10.5	11.4	3	4				
2010	2	3	10.5	8	1	3				
2010	2	4	9	8.2	3	5				
2010	2	5	3	5.5	-3	1				
2010	2	6	-1.5	0	-8	-5				
2010	2	7	-1.5	-0.5	-7	-3				
2010	2	8	-2	-0.1	-10	-6				
2010	2	9	-3	-2	-8.2	-5				
2010	2	10	-2.6	-0.9	-2	-1				
2010	2	11	4	1.4	-2	1				
2010	2	12	4.5	4	-3	-2				
2010	2	13	2	1	-4	-3				
2010	2	14	2	0	-7	-3.5				
2010	2	15	2.4	-1	-3.4	-3				
2010	2	16	4.2	-0.6	1	-1.2				
2010	2	17	10.5	7	3.4	-2				
2010	2	18	9	7.5	5	5				
2010	2	19	8.5	7.5	3	-4				
2010	2	20	9	8	2	-5				
2010	2	21	8	7	1	-3				
2010	2	22	8.6	8	3	-3				
2010	2	23	8.5	7	-1	-4				
2010	2	24	5.5	5	0.6	-2				
2010	2	25	4.5	5.4	0	1				
2010	2	26	3	7	-2	1				
2010	2	27	4.6	7	0	-2				
2010	2	28	4.5	5	1	-2				
2010	3	1	5.8	5.2	2	-3				
2010	3	2	7	6.5	1	-2				
2010	3	3	5.5	3	1	-1				
2010	3	4	5.5	4.1	1	-1				
2010	3	5	7	7	0	-3				
2010	3	6	6	5.5	1	-3				
2010	3	7	7.2	9.4	3	-5				
2010	3	8	8.5	9	2	-5				
2010	3	9	9.5	8	4	-7				
2010	3	10	8.5	9	5	-7				
2010	3	11	9.5	8.5	2.1	-5				
2010	3	12	5.5	5.5	2.2	-5				
2010	3	13	6.8	6.4	5.4	-6				
2010	3	14	12	11	6	-6				
2010	3	15	10	10	8	-6				
2010	3	16	11	13.4	8	9				
2010	3	17	9.5	7.5	1	-3				
2010	3	18	9	8	2.4	-3				
2010	3	19	5.5	6	-3	-2				
2010	3	20	4	2	-6	-2				
2010	3	21	3.5	2	-4.2	-2				
2010	3	22	4.5	3.5	-5	-3				
2010	3	23	3	4.2	-3.4	-2				
2010	3	24	3.5	7	1	3.9				
2010	3	25	4.6	6	4.4	-3				
2010	3	26	6.5	7	3	-2				
2010	3	27	8.4	7.5	-1	-2				
2010	3	28	7.5	7	0.4	-2				
2010	3	29	8.4	5	5	-2				
2010	3	30	7.5	6	7	-5				
2010	3	31	9.2	10	9	-7				
2010	4	1	9	10	4	-5				
2010	4	2	10	10	0	-7				
2010	4	3	6.5	10	2.4	-4				
2010	4	4	8	11.2	6	-5				
2010	4	5	9	10	1	-5				
2010	4	6	9	8	2	-3				
2010	4	7	6	6	4.2	-4				
2010	4	8	8.4	8	8.4	-6				
2010	4	9	8.5	12.5	12	-12				
2010	4	10	10	12	4	-9				
2010	4	11	9.5	10	3	5				
2010	4	12	10	10.2	5	-8				
2010	4	13	10.5	12.5	5	-9				
2010	4	14	11.5	11	5	-8				
2010	4	15	8	8	4	-5				
2010	4	16	8.5	9	7.4	-7				
2010	4	17	9.6	13.4	9	9.2				
2010	4	18	11.4	13	10	-11				
2010	4	19	11	10.5	5	-7				
2010	4	20	10.5	10	2	5				
2010	4	21	7	10	2	4				
2010	4	22	9.4	11.6	4.2	5				
2010	4	23	11.5	14.5	8	10				
2010	4	24	13	12	8	9				
2010	4	25	12.5	12	3	7				
2010	4	26	13	10	4	5				
2010	4	27	10.5	10	5	5				
2010	4	28	11.6	11.2	6	5				
2010	4	29	11	11	5	6				
2010	4	30	11.8	10.5	5	6				
2010	5	1	12.5	10.5	6	6				
2010	5	2	12.5	11	6	6				
2010	5	3	12	10.5	6	6				
2010	5	4	12	10	5	6				
2010	5	5	12.5	11.2	4	6				
2010	5	6	12.5	11	5	6				
2010	5	7	13	12	6	7				
2010	5	8	13.5	14	7	7				
2010	5	9	13	14	6	7				
2010	5	10	14	16	10	8				
2010	5	11	15	16	10	7				
2010	5	12	15.5	16.5	10	10				
2010	5	13	16	19	13	13				
2010	5	14	15.5	19.5	11	16				
2010	5	15	16.5	16	10	14				
2010	5	16	19	16	9	13				
2010	5	17	19.5	17	10	14				
2010	5	18	19	19	11	12				
2010	5	19	17.5	19	9	12				
2010	5	20	16	20	12	13				
2010	5	21	18.5	19	10	14				
2010	5	22	16.5	17	8	13				
2010	5	23	17.5	15	12	9				
2010	5	24	17.5	17	10	14				
2010	5	25	15.5	19	8	10				
2010	5	26	14	16	7	10				
2010	5	27	15	16.5	8	9				
2010	5	28	17	18	13	10				
2010	5	29	15.5	19	12	12				
2010	5	30	12.5	19	14	14				
2010	5	31	18	18	8	13				
2010	6	1	17	16.5	9	12				
2010	6	2	17.5	18	11	11				
2010	6	3	16.5	19	10	12				
2010	6	4	18.5	22	11	11				
2010	6	5	20	25	11	11				
2010	6	6	24.5	23	10	10				
2010	6	7	20	22	9	10				
2010	6	8	21	18	13	12				
2010	6	9	21	22	13	13				
2010	6	10	20.5	19	9	15				
2010	6	11	19.5	21	13	17				
2010	6	12	17.5	19	12	15				
2010	6	13	20.5	20	12	16				
2010	6	14	22.5	19	10	16				
2010	6	15	25.5	19	15	13				
2010	6	16	22.5	19	13	14				
2010	6	17	21	20	11	14				
2010	6	18	25	21	13	17				
2010	6	19	25.5	22.5	12	17				
2010	6	20	27	23	12	16				
2010	6	21	27.5	24	15	18.4				
2010	6	22	27.5	22	15	20				
2010	6	23	21	19.5	10	14				
2010	6	24	22.8	19.5	13	17.4				
2010	6	25	25.5	22	12	19				
2010	6	26	21	20	10	16				
2010	6	27	24	20	12	16				
2010	6	28	25.5	21.5	12	15				
2010	6	29	25	20	11	13				
2010	6	30	23.5	18.5	15	14				
2010	7	1	23.5	22	13	19				
2010	7	2	25	23	14	18				
2010	7	3	25.5	22	11	18				
2010	7	4	26	24	15	18				
2010	7	5	24.5	24	14	18				
2010	7	6	23.5	22	15	13				
2010	7	7	26.6	22	12	19				
2010	7	8	27	25	13	20				
2010	7	9	25.5	22	14	19				
2010	7	10	25	25	15	19				
2010	7	11	25	25	16	20				
2010	7	12	27	25	16	19				
2010	7	13	28	25	10	20				
2010	7	14	28.5	25	15	18				
2010	7	15	27.5	25	16	21				
2010	7	16	26	21	12	16				
2010	7	17	25	22	12	17				
2010	7	18	25	22	11	14				
2010	7	19	25	22	14	17				
2010	7	20	25	23	12	18				
2010	7	21	25.5	24	12	18				
2010	7	22	24.5	23	10	15				
2010	7	23	25	24.8	14	17				
2010	7	24	24	25	15	18				
2010	7	25	24.5	21	14	14				
2010	7	26	25.5	23	13	19				
2010	7	27	26	24	14	19				
2010	7	28	25	24	13	18				
2010	7	29	25	21	13	18				
2010	7	30	24.5	21	11	17				
2010	7	31	25.5	22	10	12				
2010	8	1	24.5	21	12	11				
2010	8	2	20.5	19	9	12				
2010	8	3	21	18	12	13				
2010	8	4	22.2	19	13	14				
2010	8	5	24.2	22	12	16				
2010	8	6	24.5	23	12	13				
2010	8	7	24.5	23	15	13				
2010	8	8	25	19.5	13	13				
2010	8	9	24.5	22	14	13				
2010	8	10	22.5	23	12	14				
2010	8	11	22	23	11	20				
2010	8	12	21.5	22	12	14				
2010	8	13	22	22	9	14				
2010	8	14	22.5	18	13	14				
2010	8	15	24	20	10	16				
2010	8	16	24	20	11	14				
2010	8	17	23.5	22	11	16				
2010	8	18	24	20	11	14				
2010	8	19	22	20	13	15				
2010	8	20	22	24	15	15				
2010	8	21	23	25	14	17				
2010	8	22	23	25	13	18				
2010	8	23	24	21	12	16				
2010	8	24	24	19	12	15				
2010	8	25	23.5	20	13	16				
2010	8	26	23	20	11	15				
2010	8	27	24	20	12	13				
2010	8	28	23.5	20	14.4	17				
2010	8	29	23	20	14	14				
2010	8	30	22.5	18	13	16				
2010	8	31	23.5	20	12	15				
2010	9	1	23.5	18	11	13				
2010	9	2	22.5	18	12	14				
2010	9	3	21	20	10	13				
2010	9	4	22	21	11	16				
2010	9	5	21	20	10	13				
2010	9	6	19.5	20	9	15				
2010	9	7	20	18	10	14				
2010	9	8	19.5	15	8	12				
2010	9	9	19	15.5	10	15				
2010	9	10	18	18	10	13				
2010	9	11	18.5	18.5	12	14				
2010	9	12	18	18	8	15				
2010	9	13	19	13	7	15				
2010	9	14	20.5	14	10	12				
2010	9	15	19	16	11	8				
2010	9	16	18	16	7	11.6				
2010	9	17	18	14	7	9				
2010	9	18	17.5	11.5	6	6				
2010	9	19	19	12.5	5	7				
2010	9	20	18.5	15.4	9	3				
2010	9	21	18	16	9	12				
2010	9	22	19.5	16.5	6	11				
2010	9	23	19	17	5	13				
2010	9	24	16	18	7	9				
2010	9	25	18.5	18	9	12				
2010	9	26	19	15	8	10				
2010	9	27	19	17	11	14				
2010	9	28	18	13	5	11				
2010	9	29	13.5	16	6	8				
2010	9	30	14	14	8	10				
2010	10	1	14.5	15	11	13				
2010	10	2	15.5	17	13	16				
2010	10	3	19.5	19	10	14				
2010	10	4	21.5	19	12	14				
2010	10	5	21	19	11	14				
2010	10	6	21	18.5	10	13				
2010	10	7	20	19	10	14				
2010	10	8	19	15	7	11				
2010	10	9	17	15.6	8	11				
2010	10	10	18.5	18	10	11				
2010	10	11	17.5	18	10	10				
2010	10	12	16	15	11	12				
2010	10	13	13	11.5	4	6				
2010	10	14	14	12	6	9				
2010	10	15	15.6	12.5	8	10				
2010	10	16	19	14	10	13				
2010	10	17	19	14	10	12				
2010	10	18	17.5	16	8	15				
2010	10	19	17	18	10	14				
2010	10	20	16.5	18	8	12				
2010	10	21	17.4	18	7	9				
2010	10	22	13.5	14.5	7	10				
2010	10	23	17	15	10	14				
2010	10	24	16	16	8	1				
2010	10	25	16.5	18	9	10				
2010	10	26	15.5	14.5	5	10				
2010	10	27	16	12.5	5	11				
2010	10	28	14.5	14	6	8				
2010	10	29	11	14	5	10				
2010	10	30	10	14	6	9				
2010	10	31	14.6	16.4	6	11				
2010	11	1	9.5	10	4	6				
2010	11	2	9	10	3	4				
2010	11	3	8	6	1	4				
2010	11	4	5	5	1	2				
2010	11	5	6.5	7	1	3				
2010	11	6	4	8	1	4				
2010	11	7	5	8	3	5				
2010	11	8	8.5	10	3	5				
2010	11	9	9.2	10	4	8				
2010	11	10	8.5	9.5	4	7				
2010	11	11	8	10	4	7				
2010	11	12	9.4	10	4	4				
2010	11	13	9	8	1	5				
2010	11	14	7.5	9	1	5				
2010	11	15	6	10	2	5				
2010	11	16	6	10.5	3	5				
2010	11	17	6	10	1	4				
2010	11	18	8	5.5	1	6				
2010	11	19	9	8	1	5				
2010	11	20	11.2	11	2	5				
2010	11	21	6.5	10	0	3				
2010	11	22	4	6	0	3				
2010	11	23	5.2	7	1	2				
2010	11	24	9	10	2	2				
2010	11	25	6	10	0	2				
2010	11	26	5	12	1	3				
2010	11	27	4.5	14	2	5				
2010	11	28	3	10	2	6				
2010	11	29	1	10	2	4				
2010	11	30	9	10	2	5				
2010	12	1	11	11.4	2	6				
2010	12	2	7.5	12	2	7				
2010	12	3	9.2	13	1	5				
2010	12	4	8	10	2	4				
2010	12	5	6.5	8.5	2	5				
2010	12	6	4.5	10	1	5				
2010	12	7	5	10	1	3				
2010	12	8	7	6.5	1	3				
2010	12	9	5.5	7	0	2				
2010	12	10	1	6	0	3				
2010	12	11	1.8	8	0	3				
2010	12	12	6.4	10	0	4				
2010	12	13	11.8	12	2	5				
2010	12	14	10.5	8.5	0	4				
2010	12	15	5	8	-1	1				
2010	12	16	4	10	-1	1				
2010	12	17	3.5	6	-1	-2				
2010	12	18	2	8	-3	-2				
2010	12	19	4	12	3	-3				
2010	12	20	6	9	-1	-3				
2010	12	21	5	11	-0.5	-2				
2010	12	22	2	5	-3	-2				
2010	12	23	1.5	5	-7	-2				
2010	12	24	1.5	6	-2	-3				
2010	12	25	1	3	-2.8	-2				
2010	12	26	0	2.5	-2.8	-3				
2010	12	27	-1	3	-2.2	-3				
2010	12	28	-3	5	-1	-2				
2010	12	29	-3	6.6	-1	-1				
2010	12	30	2.4	7.5	0.2	-1				
2010	12	31	3.6	9	2	-1				
2011	1	1	4	5.5	2	-2				
2011	1	2	5	5.5	1	-1				
2011	1	3	5	5	-1.2	-1				
2011	1	4	2	5.5	-2.4	-1				
2011	1	5	1	6	-2.4	-2				
2011	1	6	-2	6	-2	-2				
2011	1	7	4.5	5.5	0.2	-3				
2011	1	8	6	7	1	-2				
2011	1	9	6	4.5	-2	-2				
2011	1	10	3	5.5	-1.2	-2				
2011	1	11	3	1	-3.6	-2				
2011	1	12	3.8	1.5	-4.5	-2				
2011	1	13	-1	1	-6.2	-2				
2011	1	14	-1	2	-8.2	-3				
2011	1	15	1.4	3	-8.2	-2.8				
2011	1	16	4.4	4.5	-7.6	-1.4				
2011	1	17	5	4.5	-3.6	-2				
2011	1	18	-1.5	0	-4	-2				
2011	1	19	1	0.8	-6.4	-2				
2011	1	20	2.5	2	-6.5	-2				
2011	1	21	1	2	-6.2	-1.2				
2011	1	22	1	3	-7	-1.2				
2011	1	23	1.5	3	-7	-1.6				
2011	1	24	-2.6	1	-6	-1.6				
2011	1	25	-2.6	3	-5.8	-1				
2011	1	26	2	7	-4.2	-1				
2011	1	27	3	9.2	-3.8	1				
2011	1	28	4	5	0.5	2				
2011	1	29	4.5	4	0	-2				
2011	1	30	6.2	5	0.6	-2				
2011	1	31	5.5	8	2	-2				
2011	2	1	5.5	5	2.8	-5				
2011	2	2	6	6	1	-3				
2011	2	3	-1.5	0	-4	-3				
2011	2	4	-1.5	0	-8	-3.2				
2011	2	5	-1.5	-3	-7.8	-5				
2011	2	6	-1.2	-0.2	-9	-6				
2011	2	7	3.6	0.8	-8.2	-5				
2011	2	8	3.5	1.5	-7	-2				
2011	2	9	4	2	-7	-1				
2011	2	10	4.5	3.8	-6.8	1.8				
2011	2	11	3.5	6	-1	1.8				
2011	2	12	4.8	4	-4	1.4				
2011	2	13	4.5	1	-6	1				
2011	2	14	5	1.5	-5	1.6				
2011	2	15	3.5	2	-3.2	1				
2011	2	16	2	5	-2	2				
2011	2	17	4	0	-4	1				
2011	2	18	3	1	-4	1				
2011	2	19	4.5	2	-5	1				
2011	2	20	5.5	3	-4.8	1				
2011	2	21	5	6	1	-5				
2011	2	22	4.5	4.5	1	-4				
2011	2	23	4	3.5	-4	-1.3				
2011	2	24	4.5	4	-3.2	-1.2				
2011	2	25	4.5	2	-4.2	1				
2011	2	26	5	1	-6.3	-2				
2011	2	27	6	3.4	-6.2	-1				
2011	2	28	5.5	5	-2.5	-3				
2011	3	1	5	5	-3.7	-3				
2011	3	2	4	2	-3.6	-3				
2011	3	3	2	0	-5.3	-3				
2011	3	4	2.5	0	-6.2	-4				
2011	3	5	1.5	0.5	-6.2	-3				
2011	3	6	1	0	-6.2	-3				
2011	3	7	2.6	1.6	-6.2	-1.8				
2011	3	8	3.8	11	0.2	-2				
2011	3	9	6.4	7	3.2	-3				
2011	3	10	6.4	7	5.8	-2				
2011	3	11	6	8	6.8	-2				
2011	3	12	5.5	4.5	3.8	-3				
2011	3	13	6.2	5.5	1.8	-2				
2011	3	14	5	4	-3	-2				
2011	3	15	4.5	2	-5	-2				
2011	3	16	5.2	1.5	-5.6	-3				
2011	3	17	6.4	2.2	-5.6	-2				
2011	3	18	7	5.5	-2.8	-1.2				
2011	3	19	7	7	0.8	-2				
2011	3	20	6.5	8	2.6	-3				
2011	3	21	6.5	8	4	2				
2011	3	22	6.5	8	4.8	3				
2011	3	23	6.5	8	4	3				
2011	3	24	5.5	8	2	3				
2011	3	25	5.5	5.5	-1	2				
2011	3	26	6	5	1	3				
2011	3	27	5	6	-1	2				
2011	3	28	6.2	6.5	0.8	3.2				
2011	3	29	7.5	10	4	3				
2011	3	30	8.5	10	3	3				
2011	3	31	8	6.5	3	4				
2011	4	1	8.5	9	4	5				
2011	4	2	9.8	10	2	4				
2011	4	3	8.5	10	2	4				
2011	4	4	10	10	2	5				
2011	4	5	10	10	2.6	6				
2011	4	6	9.5	10	8	8				
2011	4	7	10	12	6	9				
2011	4	8	10	12.4	5	9				
2011	4	9	10.5	13	5	7				
2011	4	10	12	15	3	8				
2011	4	11	12	15	5	7				
2011	4	12	12.5	13	5	8				
2011	4	13	13	13.5	7	9.8				
2011	4	14	12.5	9	3	5				
2011	4	15	7	10	1	2				
2011	4	16	8	12.5	2	4.6				
2011	4	17	9.2	15	3	9				
2011	4	18	10.8	12.5	4	9				
2011	4	19	11.5	12.5	3	8				
2011	4	20	12.5	13.4	4.8	9				
2011	4	21	11.5	16.5	6	12				
2011	4	22	11.5	14	6	10				
2011	4	23	11	10	7	7				
2011	4	24	10.5	10.5	9	8				
2011	4	25	10.5	10	4	6				
2011	4	26	10.5	10	3	5				
2011	4	27	10	10	3	5				
2011	4	28	10	10	2	6				
2011	4	29	9	10	3.6	6				
2011	4	30	9.5	12	6.2	7				
2011	5	1	12.2	14	10	8				
2011	5	2	13	14.5	9	9.8				
2011	5	3	13.5	14	5	12				
2011	5	4	11.5	14.5	5	11				
2011	5	5	12.8	14	5	11				
2011	5	6	15.6	17	5	13				
2011	5	7	17	17	4	14				
2011	5	8	17.5	17	4	13				
2011	5	9	15	14	4	11				
2011	5	10	15.5	14.5	2	11				
2011	5	11	16.2	14.8	5	9				
2011	5	12	17	18	4	10.8				
2011	5	13	16.5	15	6	15				
2011	5	14	17	18	6	15				
2011	5	15	16.5	18	9	15				
2011	5	16	16.5	17	6	12				
2011	5	17	17	18	3	15				
2011	5	18	17.5	17	4	12				
2011	5	19	17.5	14.5	3	12				
2011	5	20	17.5	17	4	14.8				
2011	5	21	17	18	3	12				
2011	5	22	16	17	12	12				
2011	5	23	19	17.4	10	14				
2011	5	24	16	16.5	10	11				
2011	5	25	17	16	8	11				
2011	5	26	18.8	16	6	12				
2011	5	27	18.5	18	8.6	12.8				
2011	5	28	18	16	11	13				
2011	5	29	18.6	17	10	11				
2011	5	30	19.5	18	11.4	13.8				
2011	5	31	20	18	9	15.8				
2011	6	1	18.5	18	12	18				
2011	6	2	17.5	19	12	16				
2011	6	3	19.5	17.5	12	18.4				
2011	6	4	20.5	18.6	10	15				
2011	6	5	17	18	11	14				
2011	6	6	17	19	11	15				
2011	6	7	18	18.5	11	17				
2011	6	8	20.5	19.5	11	15				
2011	6	9	19.5	20	12	16				
2011	6	10	21	18	11	16				
2011	6	11	19	18.5	11	15				
2011	6	12	21.5	20	11	16.2				
2011	6	13	23.5	22	14	16				
2011	6	14	24	20	13	17				
2011	6	15	23.5	18.5	12	17				
2011	6	16	21.5	20	11	17				
2011	6	17	21.5	20.5	12	11.8				
2011	6	18	21	21	13	11.8				
2011	6	19	22.4	20.5	14	18				
2011	6	20	24.5	22	13	18				
2011	6	21	25	21	15	19				
2011	6	22	23.5	22	14	19				
2011	6	23	22	20	11	17				
2011	6	24	20.5	19.5	12	16				
2011	6	25	19.5	18	10	14				
2011	6	26	20.8	18	11	14.8				
2011	6	27	23.5	20	13.6	17.6				
2011	6	28	22	20.5	14	19				
2011	6	29	21.5	23	17	18				
2011	6	30	22.5	23	14	19				
2011	7	1	22	23	15	18				
2011	7	2	21.5	23	16	18				
2011	7	3	22.5	24	12	20				
2011	7	4	23.5	22.5	16	19				
2011	7	5	24	22	15	19				
2011	7	6	23.5	23	15	19				
2011	7	7	25	23	16	18				
2011	7	8	24.5	25	17	20				
2011	7	9	23.5	23.5	14	19				
2011	7	10	24	23	15	21				
2011	7	11	25	23	14	19				
2011	7	12	23.5	23	17	19				
2011	7	13	24.5	22	16	18				
2011	7	14	25	23	16	18				
2011	7	15	23.5	24	15	17				
2011	7	16	24	23.5	15	17				
2011	7	17	24	19.5	12	17				
2011	7	18	23.5	20	12	17				
2011	7	19	24	20	15	18				
2011	7	20	24	22.5	15	19				
2011	7	21	23.5	20.5	14	18				
2011	7	22	24	21	15	19				
2011	7	23	24.5	22	15	18				
2011	7	24	25	24	14	18				
2011	7	25	26	25	15	17				
2011	7	26	26.5	24	16	18				
2011	7	27	26	25	17	19				
2011	7	28	25.5	24	13	17				
2011	7	29	25	18.5	12	18				
2011	7	30	24.5	20	15	17				
2011	7	31	26	21	13	17				
2011	8	1	25	22	15	19				
2011	8	2	27	22.5	16	20				
2011	8	3	25	22	14	20				
2011	8	4	25.5	23	15	22				
2011	8	5	26	24	17	21				
2011	8	6	25.5	24	17	20				
2011	8	7	25	24	15	20				
2011	8	8	24.5	23.5	16	18				
2011	8	9	23.5	22	15	17				
2011	8	10	20.5	21.5	15	15				
2011	8	11	21	22	14	15				
2011	8	12	23.5	21.5	14	14				
2011	8	13	24	22	13	18.8				
2011	8	14	24	21.5	14	17				
2011	8	15	24.5	20	14	17				
2011	8	16	25	22	14	16				
2011	8	17	25.5	22	14	16				
2011	8	18	24.5	22.5	15	18				
2011	8	19	25	23	15	17				
2011	8	20	24.5	22	15	18				
2011	8	21	24.5	23	16	17				
2011	8	22	23.5	21.5	16	18				
2011	8	23	23.5	22	16	17				
2011	8	24	23.5	22	16	17				
2011	8	25	22	21	15	16				
2011	8	26	21	22	15	15				
2011	8	27	20.5	20.5	14	15				
2011	8	28	19.5	19	10	12				
2011	8	29	19	17.5	10	10				
2011	8	30	20.5	14	5	8				
2011	8	31	19.5	15	7.8	8				
2011	9	1	19	18.5	7	12				
2011	9	2	18.5	18	8	12				
2011	9	3	17.5	18.5	9	12				
2011	9	4	18	18.5	10	13				
2011	9	5	19	19	10	12				
2011	9	6	20	20	10	14				
2011	9	7	20.5	20.5	12	14				
2011	9	8	21	20	11	13				
2011	9	9	21	20	12	12				
2011	9	10	21.5	18.5	12	16				
2011	9	11	21.5	20	13	17				
2011	9	12	21.5	21	13	16				
2011	9	13	22.5	20	12	15				
2011	9	14	21	20	12	13				
2011	9	15	19.5	18.5	12	14				
2011	9	16	20.5	18	10	12				
2011	9	17	20	18.5	12	11				
2011	9	18	19.5	18	9	12				
2011	9	19	19.5	17.5	9	11				
2011	9	20	19	18	10	10				
2011	9	21	18	18.5	10	13				
2011	9	22	17.5	17	11	11				
2011	9	23	18	18	9	9				
2011	9	24	19	18.5	9.8	9				
2011	9	25	18	19	10	14				
2011	9	26	18	20	12	14				
2011	9	27	18.5	19.5	12	12				
2011	9	28	17.5	12.5	10	11				
2011	9	29	16	10.5	10	8				
2011	9	30	16.5	15	10	8				
2011	10	1	16.5	16	12	10				
2011	10	2	15.5	15.5	12	11				
2011	10	3	17	16.2	6	9				
2011	10	4	14.5	15	9	8				
2011	10	5	13.5	12.5	2	5				
2011	10	6	13.5	12	3	5				
2011	10	7	13	13	5.8	5				
2011	10	8	13.5	12	3	7				
2011	10	9	13	13	5	9				
2011	10	10	12.5	14	8	7				
2011	10	11	12	12	7	6				
2011	10	12	12	14	7	6				
2011	10	13	11.5	14	9	9				
2011	10	14	13.8	15	12.4	13				
2011	10	15	13.5	14	10	9				
2011	10	16	13.5	14.5	7	10				
2011	10	17	13.5	16	9	10				
2011	10	18	17	17.5	8	9				
2011	10	19	16.5	16	7	8				
2011	10	20	13	17	10	8				
2011	10	21	13.6	14	5	7				
2011	10	22	7.5	10	3	4				
2011	10	23	6	11	3	4				
2011	10	24	7.5	10	3	3				
2011	10	25	13	10	3	5				
2011	10	26	13.5	11	4	5				
2011	10	27	13.5	13	5	7				
2011	10	28	11	10	4	6				
2011	10	29	9.5	8	3	4				
2011	10	30	9	8	2	4				
2011	10	31	9.6	8.5	2	4				
2011	11	1	10.6	9.4	2	5				
2011	11	2	9	10	2	5				
2011	11	3	9.5	8	2	4				
2011	11	4	9	9	2	5				
2011	11	5	9.5	8	3	4				
2011	11	6	9	9	4	5				
2011	11	7	4.5	2.5	-3.2	3				
2011	11	8	0	0	-5.4	1				
2011	11	9	0	-1	-5.4	-2				
2011	11	10	-1	1	-5	-1.2				
2011	11	11	2.5	9	-5	1.6				
2011	11	12	4	10	1.8	4				
