year	month	day	34.5	190	1500	1040
2009	12	16	18.5	20	7	9
2009	12	17	19.5	18.5	7	13
2009	12	18	19	22.5	10	11.4
2009	12	19	18.5	22	9	16
2009	12	20	18	17	7	10.2
2009	12	21	15.5	22.5	8	8
2009	12	22	22	29	10	16
2009	12	23	18	19.6	11	14
2009	12	24	17.5	13	10	12
2009	12	25	17	14	9	12
2009	12	26	18	10.6	5	10
2009	12	27	17.5	16.5	8	13
2009	12	28	21.5	21	7	14
2009	12	29	22	22	7	14
2009	12	30	22.5	23.5	9	15
2009	12	31	18	19	9	12
2010	1	1	12	14.5	8	8
2010	1	2	25	25	9	16
2010	1	3	24	25	9	13
2010	1	4	25.5	26	11	17
2010	1	5	22	18	8	14
2010	1	6	14	10	5	8
2010	1	7	13.5	14	2	14
2010	1	8	9.5	14	2	11
2010	1	9	12	14	1	8
2010	1	10	12.5	18	7	13
2010	1	11	24	23	8	16
2010	1	12	18	18	6	11
2010	1	13	12.2	17	8	16
2010	1	14	11.5	11	12	16
2010	1	15	18	25	11	13
2010	1	16	19.5	18	11	15
2010	1	17	17	15	9	12
2010	1	18	15.5	14	11	9
2010	1	19	13	18	12	10
2010	1	20	18	18.5	11	10
2010	1	21	12.5	12.5	12	13
2010	1	22	12.8	14.5	10	9
2010	1	23	12	11.8	10	11
2010	1	24	15.5	17	10	19
2010	1	25	25	23	10	16
2010	1	26	12	14	7.6	9
2010	1	27	7	5.4	-1.2	-1.2
2010	1	28	9	12	0	6
2010	1	29	12.5	14	4	8
2010	1	30	25	22	9	12
2010	1	31	22.8	26	9	14
2010	2	1	24	26	10	12
2010	2	2	25.5	22	10	15
2010	2	3	24	18	11	15
2010	2	4	14	14	13	16
2010	2	5	9.5	10.5	9.4	12.8
2010	2	6	6.4	6.2	-1	1.4
2010	2	7	4.8	2.5	-2	0
2010	2	8	8.5	12	1	7
2010	2	9	7.5	7	1	7
2010	2	10	13	10	5	10
2010	2	11	7.5	12	1	3
2010	2	12	7	7	0	4
2010	2	13	5.8	7	-1	7
2010	2	14	9	10	4	11
2010	2	15	15	18	10	15
2010	2	16	22.5	22	11	15
2010	2	17	18.6	14	11	16
2010	2	18	16	16	16	19
2010	2	19	12.4	12	14	18
2010	2	20	10.8	10	10.4	11
2010	2	21	16.5	17	10	14
2010	2	22	25	26	13	18
2010	2	23	22	22	10.2	18
2010	2	24	12	11.5	5	9
2010	2	25	13	10	8	7
2010	2	26	15	18	11	18
2010	2	27	10.5	12	8.2	12
2010	2	28	15	15	11	16
2010	3	1	12	12	11	12
2010	3	2	11	10	8.2	8
2010	3	3	15	14	10	11
2010	3	4	21.5	22	11	16
2010	3	5	14.5	13	5	11
2010	3	6	19	18	11	16
2010	3	7	29	26.5	15	23
2010	3	8	17.5	12	15	17
2010	3	9	24.5	24.5	13	24
2010	3	10	18	29	20	21
2010	3	11	15.5	22	15.4	18
2010	3	12	18	18	18	23
2010	3	13	34	33	22	26
2010	3	14	25	26	24	23
2010	3	15	25.5	37	25	30
2010	3	16	27	39	25	32
2010	3	17	21	16.4	22.2	15
2010	3	18	11.5	10	20	13
2010	3	19	9.5	8.2	5.4	8
2010	3	20	9	8	1	4
2010	3	21	9.5	8	1	2.5
2010	3	22	14	13	7	8
2010	3	23	21	18.5	11	16
2010	3	24	18	18	12	13
2010	3	25	16.5	12.4	13	12.2
2010	3	26	14.5	14.5	10	11
2010	3	27	15.5	12	5	7
2010	3	28	12	10	10	7
2010	3	29	19.5	18.5	17	19
2010	3	30	25	25	17	21
2010	3	31	22.5	18	20	20
2010	4	1	18.5	14	14.4	17
2010	4	2	19	17.5	12	15
2010	4	3	25.5	22	15	17
2010	4	4	22.5	27	18	17
2010	4	5	20	18	15.4	13
2010	4	6	18.5	14.5	13	10
2010	4	7	22.5	18.5	27	22
2010	4	8	22	22	23	29
2010	4	9	21	18.5	19	24
2010	4	10	17.2	15	14.4	18
2010	4	11	14.5	18	14	16
2010	4	12	25	26	21	23
2010	4	13	23.5	18	26	26
2010	4	14	17.4	14	15.8	18
2010	4	15	25.5	22	21	17
2010	4	16	22	18	16	17
2010	4	17	22.5	18.5	17	16
2010	4	18	19.5	22.5	22	17
2010	4	19	17.5	14.5	13.4	14
2010	4	20	14.5	13	7	9
2010	4	21	21.5	27	18	21
2010	4	22	31	33	23	28
2010	4	23	27	30	27	31
2010	4	24	20	24.2	20.4	16
2010	4	25	14.5	14	9	11
2010	4	26	18.5	14	12	13
2010	4	27	22	20	16	17
2010	4	28	20	18	10	13
2010	4	29	19	14	15	11
2010	4	30	15.5	14	10	12
2010	5	1	17.5	14	22	15
2010	5	2	15.5	14.5	23	16
2010	5	3	16	14	18	14
2010	5	4	15.5	14.5	14	14
2010	5	5	15.5	14.5	10	12
2010	5	6	16.5	14.5	9	12
2010	5	7	22	19	13	17
2010	5	8	23.5	24	17	20
2010	5	9	29	26.8	19	19
2010	5	10	29	30	23	29
2010	5	11	30.5	32	22	29
2010	5	12	29.5	30	24	29
2010	5	13	30.5	30	25	27
2010	5	14	29	26	20	27
2010	5	15	27	25	18	25
2010	5	16	28	29	18	23
2010	5	17	29.5	30	22	27
2010	5	18	32	35	23	29
2010	5	19	33.5	37	28	29
2010	5	20	34.5	30	24	33
2010	5	21	34	30	18	23
2010	5	22	31.5	30	20	21
2010	5	23	30	30.5	24	28
2010	5	24	37.5	41	29	32
2010	5	25	26	25	17.6	23
2010	5	26	31.5	35	18	23
2010	5	27	34	30	21	24
2010	5	28	37	37	25	29
2010	5	29	40	34	25	29
2010	5	30	27	33	24	24
2010	5	31	35	27	18	24
2010	6	1	36	31	17	23
2010	6	2	34.5	34	22	28
2010	6	3	36.5	35	26	30
2010	6	4	41.5	38	30	29
2010	6	5	39.5	38	25	29
2010	6	6	38.5	38	24	30
2010	6	7	41.5	38	27	31
2010	6	8	40.5	38	30	34
2010	6	9	39	36	30	33
2010	6	10	41	36	27	31
2010	6	11	40.5	34	27	30
2010	6	12	39	36.5	25	32
2010	6	13	41	38	25	31
2010	6	14	41.5	40	25	30
2010	6	15	38.5	38	27	33
2010	6	16	40	41	32	32
2010	6	17	43	41.5	30	35
2010	6	18	37.5	38	33	31
2010	6	19	38	34	26	27
2010	6	20	40	38	24	28
2010	6	21	38	38	29	26
2010	6	22	32	35	24	26
2010	6	23	36	32	25	29
2010	6	24	38	36	34	32
2010	6	25	30.5	30	24.4	30
2010	6	26	35.5	34	22	26
2010	6	27	36.5	35	24	28
2010	6	28	37.5	36	30	33
2010	6	29	37.5	38	31	35
2010	6	30	38.5	38	35	30
2010	7	1	38	38	30	29
2010	7	2	36.5	35	29	26
2010	7	3	37	35	25	28
2010	7	4	37.5	37	28	32
2010	7	5	40	38	26	31
2010	7	6	43.5	41.5	34	37
2010	7	7	38	38	34	32
2010	7	8	38	38	30	31
2010	7	9	37.5	38	35	39
2010	7	10	38	38	34	31
2010	7	11	41	37	30	31
2010	7	12	38.5	38	30	32
2010	7	13	43.5	42	30	35
2010	7	14	38.5	38	35	33
2010	7	15	36.5	34	28.4	29
2010	7	16	37	37	26	30
2010	7	17	34	37	24	27
2010	7	18	34.5	37	26	30
2010	7	19	37	34	26	29
2010	7	20	34	34	25	27
2010	7	21	40.5	38	27	30
2010	7	22	40	38	28	33
2010	7	23	39	37.5	26	29
2010	7	24	40	37.5	26	29
2010	7	25	37.5	34.5	26	28
2010	7	26	38	38	25	27
2010	7	27	37.5	37	25	28
2010	7	28	38	37	25	27
2010	7	29	38	34.5	26	28
2010	7	30	37.5	34	25	30
2010	7	31	37.5	34	22	27
2010	8	1	37	34	23	29
2010	8	2	37	34	21	28
2010	8	3	35	34	23	30
2010	8	4	36.5	35	26	29
2010	8	5	36.5	38	26	31
2010	8	6	38	38	27	37
2010	8	7	39.5	38	27	29
2010	8	8	40.5	38	27	32
2010	8	9	40.5	38	28	30
2010	8	10	41	38	28	33
2010	8	11	38.5	38	25	32
2010	8	12	37.5	35.5	24	31
2010	8	13	38	38	24	29
2010	8	14	38.5	38	25	26.2
2010	8	15	40.5	38	25	29
2010	8	16	40	38	28	29
2010	8	17	39	38	26	31
2010	8	18	42	38	30	35
2010	8	19	40.5	38	35	39
2010	8	20	39	38	27.2	29.8
2010	8	21	36.5	34	31.4	27.8
2010	8	22	36	34	23	28
2010	8	23	35	34	19	24
2010	8	24	34.5	35	25	29
2010	8	25	34	35	23	29
2010	8	26	34	37	25.2	30
2010	8	27	35	34	25	26.4
2010	8	28	32.5	30.5	25.2	27
2010	8	29	33.5	34	25.4	29
2010	8	30	37	38	24.8	30
2010	8	31	34.5	37	24	27
2010	9	1	35.5	37	28.8	32
2010	9	2	41	40	30.2	35
2010	9	3	40.5	36	27	29
2010	9	4	34.5	34	23	29
2010	9	5	34	34	23	27
2010	9	6	34	37	25	28
2010	9	7	34.5	36	24	25
2010	9	8	35	38	25	29
2010	9	9	40.5	37	25	29
2010	9	10	40	34	26	25
2010	9	11	34	31.5	25	26
2010	9	12	30	34	17	25
2010	9	13	34	36	25	24
2010	9	14	34.5	34	29	27
2010	9	15	29	30	20.2	23
2010	9	16	29	28	13.2	23
2010	9	17	31.5	30	23	24
2010	9	18	32	34	22	28
2010	9	19	32.6	34	21	23
2010	9	20	29.5	30	20	24
2010	9	21	33	33.5	21	23
2010	9	22	30.5	34	21	29
2010	9	23	36.5	37.5	23.4	30
2010	9	24	31	34	21.2	23.6
2010	9	25	33	31	22	23
2010	9	26	34	34	24	29
2010	9	27	29.5	26	24	23.4
2010	9	28	30	33	23	22
2010	9	29	30.5	34	20.2	29
2010	9	30	32	36	24	32
2010	10	1	33	43	25.2	31
2010	10	2	32	30	23	28
2010	10	3	32	35	26	32
2010	10	4	33	33.5	20.8	27.4
2010	10	5	31	34	22.6	25
2010	10	6	29.6	28	20.2	23
2010	10	7	27	26	16.2	20
2010	10	8	27.5	30	19.2	21
2010	10	9	27	32	22.2	28
2010	10	10	27.5	31	25	23
2010	10	11	26.8	28	25	24
2010	10	12	25.6	24	19.8	20
2010	10	13	23.5	26	19.4	18
2010	10	14	26.5	29	19.2	20
2010	10	15	27	30	21.6	30
2010	10	16	28	33	25	31
2010	10	17	27	30	25	33
2010	10	18	26.5	30	25	21.6
2010	10	19	27	30	18.6	20
2010	10	20	30	30	20	24
2010	10	21	32.5	32	21.2	27
2010	10	22	27.5	30	21.8	24
2010	10	23	23.5	30	17.8	19.8
2010	10	24	23	23	16.2	17
2010	10	25	23.5	19.5	13	16
2010	10	26	25	25	14.8	18
2010	10	27	26.5	25	13	17
2010	10	28	20	20	10.4	16
2010	10	29	25	30	15	21
2010	10	30	34.5	30	18.2	25
2010	10	31	32	26	16	20
2010	11	1	21.4	20	11.8	16
2010	11	2	14	12.5	5	9
2010	11	3	19.5	18	7	11
2010	11	4	20	21	10	14
2010	11	5	23.5	22	13	16
2010	11	6	22.5	26	15	22
2010	11	7	23.5	26	14	19
2010	11	8	28.5	30	15.4	25
2010	11	9	29.5	30	17	20
2010	11	10	27	30	17	19
2010	11	11	25	26	14.4	22
2010	11	12	24	25	13	19
2010	11	13	24	26	13.2	19
2010	11	14	28.5	22	13.2	21
2010	11	15	24.5	25	13.4	20
2010	11	16	27	22	13.6	19.8
2010	11	17	26	22	14.8	20
2010	11	18	25	26	16	20
2010	11	19	22	22	12	15
2010	11	20	21.5	22	9	14
2010	11	21	19	27	9.2	16
2010	11	22	19	22	12	15
2010	11	23	19.5	22	9.8	12
2010	11	24	20.5	22	9.8	15
2010	11	25	23.5	26	10.4	17
2010	11	26	30	33	14.2	19
2010	11	27	26.5	26	17.4	20
2010	11	28	22.5	27	17.6	19
2010	11	29	19.5	22	12.2	16
2010	11	30	27.5	29	13	20
2010	12	1	31	32	17.2	24
2010	12	2	30	24	17	19
2010	12	3	22	18.5	13.2	18
2010	12	4	20	22	13.4	15
2010	12	5	19	22	14.8	16
2010	12	6	19	22	15.4	18
2010	12	7	19	16	9.6	15
2010	12	8	16.5	17	13	18
2010	12	9	15.5	18	12	15
2010	12	10	21.5	21	12	18
2010	12	11	22.5	24	12	16
2010	12	12	29	28	11	21
2010	12	13	27	27	13.2	18
2010	12	14	16.4	25	7.8	17
2010	12	15	19	22	6	16
2010	12	16	22.5	22	9	16
2010	12	17	22	30	9	16
2010	12	18	23	23	9.4	17
2010	12	19	19.5	22	9.8	17
2010	12	20	15	19	9.6	14
2010	12	21	14	19	7.4	9
2010	12	22	14.5	18	6.6	9
2010	12	23	13	19	7.6	12
2010	12	24	14	18.5	7.2	11
2010	12	25	13.5	18	5.2	9
2010	12	26	14.5	18	5.2	7.8
2010	12	27	19.5	19.5	8.2	9
2010	12	28	21.5	22	8	12
2010	12	29	21	26	9	15
2010	12	30	20	26	13	12
2010	12	31	19.5	18	14.2	16
2011	1	1	17.5	18	9.6	18
2011	1	2	16.5	11	7.6	10
2011	1	3	17	15	4	12
2011	1	4	15	18	5.8	14
2011	1	5	15.5	14.5	8.4	12
2011	1	6	16	16.5	5.4	10.6
2011	1	7	15.5	17.5	5	8
2011	1	8	15.5	18	5.2	9
2011	1	9	14.5	14	5.4	8
2011	1	10	9.5	9	4.8	7
2011	1	11	8.5	7	0	4
2011	1	12	6.5	5	-1	-1
2011	1	13	8.5	6	6.2	-1
2011	1	14	11	14	6.2	5.2
2011	1	15	12	14	1.2	8
2011	1	16	11.5	6.5	-1	7
2011	1	17	14	10	-1.4	2
2011	1	18	14	14.5	1	4
2011	1	19	14.5	15	1	8
2011	1	20	15	14.5	1	8
2011	1	21	14	14.5	-1	9
2011	1	22	15	14	2.8	6.2
2011	1	23	16	18	2.8	7
2011	1	24	18.5	18	4	8
2011	1	25	20.5	21	4	9
2011	1	26	19	23	6	14
2011	1	27	18	22	9	16
2011	1	28	12	14.5	8	12
2011	1	29	13	13	5.4	12
2011	1	30	14	11	5	9
2011	1	31	13.5	14.5	7.2	18
2011	2	1	14.5	11	9	15
2011	2	2	11	10.5	7.8	8
2011	2	3	7.4	7	1.8	4.2
2011	2	4	8	6.5	0	6
2011	2	5	9	7	-2	6
2011	2	6	11	14	-1	9
2011	2	7	12.6	17	5	8
2011	2	8	12	10.5	3.2	8
2011	2	9	15.5	18	3	9.2
2011	2	10	17	17	6	9
2011	2	11	14.5	14	5.2	8
2011	2	12	9.2	14	3.6	7
2011	2	13	14	15	5	8
2011	2	14	13	17.5	5	9
2011	2	15	19.5	22	6.6	9
2011	2	16	18	18	7.2	12
2011	2	17	12	18	5.2	8
2011	2	18	10	7	3.6	4
2011	2	19	12.5	10.4	5	8
2011	2	20	21	18	7.6	14
2011	2	21	17.2	13.4	8.2	10.6
2011	2	22	12	8.6	3.6	7
2011	2	23	11	10	5	7
2011	2	24	10.5	10	2	6
2011	2	25	12.5	10	1	5
2011	2	26	11.5	14.5	5	10
2011	2	27	10.5	11	6	9
2011	2	28	9.5	8	4	2.4
2011	3	1	9.5	7	-1.2	2.4
2011	3	2	11	7	1	1.8
2011	3	3	9	5	0	1.4
2011	3	4	10	10	-1.2	7
2011	3	5	12.5	10.5	0	2.2
2011	3	6	17.5	15	5	8
2011	3	7	18	22	9	15
2011	3	8	25	26	13	17
2011	3	9	22	15.4	16	13.2
2011	3	10	23	15	17	15
2011	3	11	22	13	14.4	13
2011	3	12	19	10.4	9	8
2011	3	13	15	10.5	4	7
2011	3	14	9.5	6.8	0.6	3.8
2011	3	15	17	7	4.2	-1.2
2011	3	16	16	10	5	-1
2011	3	17	15.5	20	9	12
2011	3	18	16	18.5	9	11
2011	3	19	22	26.5	17	10
2011	3	20	23	18.5	15	11
2011	3	21	21.5	15	17	9
2011	3	22	20	14	19	21
2011	3	23	19	12.5	9.6	14.6
2011	3	24	12.5	10	5	9
2011	3	25	15	13.5	13	8
2011	3	26	13.5	15	6.2	8
2011	3	27	22	22	13	14
2011	3	28	22	26	14.2	12
2011	3	29	21.5	22	13	13
2011	3	30	22.5	14.5	14.2	12
2011	3	31	22.5	22	16	17
2011	4	1	21.5	16	16	17
2011	4	2	23	14	14	12
2011	4	3	18.5	15	16	14
2011	4	4	18.5	15	20	15
2011	4	5	22.5	20	22	19
2011	4	6	21.5	23	21	27
2011	4	7	23	18.5	18.2	16
2011	4	8	27	18	17.8	23
2011	4	9	29	30	17.6	22
2011	4	10	32.5	30	21	22
2011	4	11	32	33	21	21
2011	4	12	29	24	22	22
2011	4	13	27	26	21.4	28
2011	4	14	19.5	19.4	11	23
2011	4	15	27	26	20	23
2011	4	16	28.5	30	20	24
2011	4	17	29.5	26	24	28
2011	4	18	29	18.5	19	18
2011	4	19	29.5	26	21	24
2011	4	20	29.5	37	25	31
2011	4	21	27	30	27	21
2011	4	22	24.5	23	18	21
2011	4	23	25.5	15.2	26	22
2011	4	24	22	22	19	18
2011	4	25	16.5	17.4	11	13.6
2011	4	26	17	13.5	9	11
2011	4	27	16	14	13	12
2011	4	28	17.5	14	9.5	11
2011	4	29	26	22	21	21
2011	4	30	27	26	28	22
2011	5	1	26.5	27	28.6	21
2011	5	2	26	27	23.4	23
2011	5	3	24.5	24.5	21	23
2011	5	4	23.6	20.5	13.6	21
2011	5	5	31	30	25	21
2011	5	6	32	30	21.6	30
2011	5	7	33.5	26	20	27
2011	5	8	31	25	17.8	25
2011	5	9	27	21	17	22
2011	5	10	25	23.5	23	21
2011	5	11	26.5	26	22	23
2011	5	12	32	30	29	25
2011	5	13	32.5	25	28	30
2011	5	14	31	26	24	29
2011	5	15	26	22	25	32
2011	5	16	27	22	22	25
2011	5	17	26.5	27	22	27
2011	5	18	31	24.5	17	24
2011	5	19	30	26.5	25	30
2011	5	20	29.5	30	26	29
2011	5	21	29.5	30	26	29
2011	5	22	30.5	29.5	26	27
2011	5	23	27	27	25	26
2011	5	24	22.6	21	15	23
2011	5	25	24	23.5	14	23
2011	5	26	31	29	19	21
2011	5	27	30	30	20	28
2011	5	28	29	26	15.4	19.8
2011	5	29	29.5	32	22.8	31
2011	5	30	31	35	26.6	33
2011	5	31	35	34	26	34
2011	6	1	33.5	30	28	30
2011	6	2	33	34	22.2	28
2011	6	3	34	27	21	30
2011	6	4	34.5	30	19	28
2011	6	5	34.5	34	23.6	30
2011	6	6	36.5	34	23	29
2011	6	7	34	34	26	31
2011	6	8	34.5	30	21	27
2011	6	9	29.5	30	19	30
2011	6	10	30	32.5	20	27
2011	6	11	32	35	25	31
2011	6	12	34.5	37	27	34
2011	6	13	32.5	34	22.2	30
2011	6	14	32	34	25	31
2011	6	15	33.5	33	21	28
2011	6	16	34.5	35	21.2	30
2011	6	17	33.5	36.5	24.2	32
2011	6	18	37	38	26.4	34
2011	6	19	37.5	37	34	32
2011	6	20	38.5	37.5	35	35
2011	6	21	33	35	26	32
2011	6	22	30.5	30	19	26
2011	6	23	32.5	27	21	24
2011	6	24	27.5	23.6	18	27
2011	6	25	30	27	19.2	27
2011	6	26	36.5	35	27	34
2011	6	27	33	34	30	34
2011	6	28	34.5	37	32	35
2011	6	29	36.5	38	29.8	34
2011	6	30	35.5	37	34	38
2011	7	1	37.5	34.5	31.2	32
2011	7	2	36.5	34	30	33
2011	7	3	35.5	33	32	33
2011	7	4	36	34	28	32
2011	7	5	37	38	28	29
2011	7	6	36.5	37	28	33
2011	7	7	37.5	37	30	35
2011	7	8	37	38	30	37
2011	7	9	38.5	38	27	35
2011	7	10	39	38	28	34
2011	7	11	37	34	25	33
2011	7	12	32.5	30	22	29
2011	7	13	37	34	25	30
2011	7	14	39	37	26	32
2011	7	15	38.5	37	26	33
2011	7	16	37.5	37	25	33
2011	7	17	37	38	27	34
2011	7	18	37.5	38	26	34
2011	7	19	37	38	26.4	34
2011	7	20	37.5	38	26.2	33
2011	7	21	37.5	38	27	35
2011	7	22	38	38	28.2	37
2011	7	23	38.5	38	28.2	37
2011	7	24	39.5	38	27.8	35
2011	7	25	43	41.5	29.2	38
2011	7	26	42	38	28	36
2011	7	27	38	38	25	37
2011	7	28	36.5	37	24	33
2011	7	29	37	38	26	34
2011	7	30	43	40	28	37
2011	7	31	45	42.5	32	43
2011	8	1	42	42	32	38
2011	8	2	42.5	42.5	33	37
2011	8	3	42.5	42.5	35	42
2011	8	4	38	38	30.2	36
2011	8	5	37.5	39	32	35
2011	8	6	37	38	27	32
2011	8	7	34	34	27	32
2011	8	8	32.5	30	22.2	29.4
2011	8	9	31.5	25	20	29
2011	8	10	31	27	20	28
2011	8	11	34.5	30	22	30
2011	8	12	33	32	22.6	30
2011	8	13	34.5	34	28	28
2011	8	14	37.5	38	29.6	36
2011	8	15	38	37	29	35
2011	8	16	40	37	28.6	31.4
2011	8	17	36.5	36	32	35
2011	8	18	38	34	25	32
2011	8	19	37.5	34	23.6	31
2011	8	20	37	29.2	23.8	30
2011	8	21	36.5	32	26	30
2011	8	22	37	30	22.4	28
2011	8	23	35	29	21	30
2011	8	24	34	31	22	29
2011	8	25	30	28	21	28
2011	8	26	28.2	25	18	26
2011	8	27	25	22.2	17.4	26
2011	8	28	26.5	26	15	22
2011	8	29	24	22	14	23
2011	8	30	33.5	26	18	27
2011	8	31	34.5	33	16	28
2011	9	1	34	34	23	31
2011	9	2	34	34	22.6	30
2011	9	3	32	35	25	31
2011	9	4	32.5	34	24.2	30
2011	9	5	32.5	34	22.4	29
2011	9	6	33	32	20	27
2011	9	7	31	30	19	26
2011	9	8	30.5	33.5	23	30
2011	9	9	33.5	34	29	32
2011	9	10	33	34	29.4	34
2011	9	11	32.5	28	28.4	36
2011	9	12	31	34	21.2	35
2011	9	13	29.5	28	21.2	28.6
2011	9	14	28.5	26.5	18	26
2011	9	15	33	31.5	18	26
2011	9	16	32.5	34	23.2	31
2011	9	17	32	33	18	28
2011	9	18	31.5	25	17.2	25
2011	9	19	30	30.5	19	27
2011	9	20	30.5	30	19.4	28
2011	9	21	31	30	18.4	27
2011	9	22	30	26	15.8	24
2011	9	23	33.5	32	20.2	28
2011	9	24	31	32	22	32
2011	9	25	32	33	30	26
2011	9	26	29.5	26	31	26
2011	9	27	26.5	26	16.2	23
2011	9	28	22.4	22.4	12	20
2011	9	29	28.5	27	21	18
2011	9	30	29	30	23.2	29
2011	10	1	27.5	30	27	31
2011	10	2	22.8	23	16.2	28
2011	10	3	36	34	21	31
2011	10	4	26	20	16.8	22
2011	10	5	25	26	14.2	21
2011	10	6	25.5	26	14	21
2011	10	7	26	29.5	15.2	25
2011	10	8	27	26.5	17.2	24
2011	10	9	28.5	30	18	27
2011	10	10	29	30	16.4	24
2011	10	11	30	30	17	27
2011	10	12	33	32.5	21	29
2011	10	13	38	37.5	25	33
2011	10	14	35.5	24	21	28
2011	10	15	33.5	26	20	25
2011	10	16	33	30.4	21.2	30
2011	10	17	32	34	23.2	29
2011	10	18	31.4	33	21.4	24
2011	10	19	27	30	24.2	21
2011	10	20	24	22	20	21
2011	10	21	21	17.4	15.6	18.4
2011	10	22	18.5	14.5	5.2	14
2011	10	23	21	18	12	19
2011	10	24	21	26	15	20
2011	10	25	22	22	16	20
2011	10	26	22	19	12	20
2011	10	27	17.5	14.6	10	17
2011	10	28	16	13.2	8	15.4
2011	10	29	12.5	11.5	4	8
2011	10	30	15.5	12.5	5.2	8
2011	10	31	13	11	5	9
2011	11	1	13.5	14	6	9
2011	11	2	14	18	7	11
2011	11	3	15	18	7	14
2011	11	4	15.5	22	12	19
2011	11	5	16	22	15	16
2011	11	6	17.5	15.5	14	16
2011	11	7	13.5	12.8	8.2	11
2011	11	8	12.5	10	-1	6.4
2011	11	9	13.5	12	5	8
2011	11	10	20	19	5.2	9
2011	11	11	19	22	10	11
2011	11	12	12.5	18.5	12	16
2011	11	13	9.4	13	10	11.8
2011	11	14	15.5	12	4	9
2011	11	15	12.5	10	11	8
2011	11	16	13	18	13	19
2011	11	17	13.5	11.5	11	14
2011	11	18	14	11.5	9.2	13
2011	11	19	13.5	18	12	12
2011	11	20	12.5	11	10.2	9.6
2011	11	21	13	14.5	8	8
2011	11	22	17.5	11	4	9
2011	11	23	12	10.5	3.2	8
2011	11	24	14.5	14	4.8	8
2011	11	25	10	11	3	6.4
2011	11	26	6	10	-4	4.2
2011	11	27	12	10	1	1.6
2011	11	28	16	14	1.8	5
2011	11	29	15.5	12.5	3	7
2011	11	30	14	10	1.6	7
2011	12	1	13.5	13	3.2	6
2011	12	2	12.5	13	1	9
2011	12	3	14	14	2	8.4
2011	12	4	10.5	9.5	0	9
2011	12	5	12.5	18	-2	6.4
2011	12	6	13.5	14	2	8
2011	12	7	15	14	3.4	8
2011	12	8	17	22	4	7
2011	12	9	21.5	22	4.2	8
2011	12	10	21.5	22	5.8	7
2011	12	11	10	14	7	8
2011	12	12	13	14	3	8
2011	12	13	17.5	13.5	2.6	10
2011	12	14	15	14	3	8
2011	12	15	15.5	14	6	9
2011	12	16	13.5	14	2.8	7
2011	12	17	14	14	6	10
2011	12	18	14	14	6	12
2011	12	19	17	14	6	13
2011	12	20	14	14	5	12
2011	12	21	14.5	14	6	8
2011	12	22	13	18.5	8	12
2011	12	23	11.5	10.5	8	14
2011	12	24	12	14.5	7	15
2011	12	25	14	14	7	15
2011	12	26	12.5	8.5	4	8
2011	12	27	10	7	1	4
2011	12	28	15	14	2	11
2011	12	29	14	10.5	2	7
2011	12	30	14.5	14.5	6.2	12
2011	12	31	14.5	17	6.2	15
2012	1	1	14	10.5	6.2	13
2012	1	2	14.5	18.5	7	15
2012	1	3	10	8	6	9.4
2012	1	4	10.5	6.5	0	9
2012	1	5	10	3.5	-4	2.8
2012	1	6	10.5	13	0	-1
2012	1	7	12	18.5	4	4
2012	1	8	15.5	19.5	4	8
2012	1	9	13	21	7	12
2012	1	10	14	18.5	7	12
2012	1	11	17.5	22	7	10
2012	1	12	14	10	8	12
2012	1	13	12	14	5	10.4
2012	1	14	11	9	2.2	11
2012	1	15	10.5	18	2	10
2012	1	16	11	20	3	11
2012	1	17	10.5	22	4	8
2012	1	18	11.5	22.5	4	13
2012	1	19	11	14.5	4	6
2012	1	20	12.5	14	4	8
2012	1	21	10	10	2	3.6
2012	1	22	10.5	5	-2	0
2012	1	23	11	10	2	2.4
2012	1	24	11	8	5	3
2012	1	25	10.5	10	2	8
2012	1	26	12	18.5	5	7
2012	1	27	13	15.5	6	10
2012	1	28	14.5	10	7	14
2012	1	29	10	10	1.2	4
2012	1	30	10	10	1	5
2012	1	31	10.5	10	7	9
2012	2	1	12.5	14	8	11
2012	2	2	7.8	8	4.2	8.8
2012	2	3	4.2	3	5.2	1.2
2012	2	4	1	1.5	-6	-1
2012	2	5	8	1	7	-3
2012	2	6	9	5.4	-3	2.4
2012	2	7	8.5	7.4	-1	5
2012	2	8	7.5	6.8	2	6
2012	2	9	6.5	2.8	2	3.8
2012	2	10	7.5	9.8	7	7
2012	2	11	5.5	3	1.2	5.6
2012	2	12	6	2.4	-6	0
2012	2	13	5.5	6.4	-2	6
2012	2	14	5.5	10.6	2	5
2012	2	15	9.5	17.4	5	6
2012	2	16	11	18.8	5	6
2012	2	17	20	10	6	13
2012	2	18	20.5	22	7	8
2012	2	19	11.8	13	4.4	14
2012	2	20	6.5	4.8	4	11.4
2012	2	21	7.5	3	0	-1
2012	2	22	8	8.8	-1	7
2012	2	23	8.5	11.4	1	8
2012	2	24	9	10	3	8
2012	2	25	10.5	13.4	6	10
2012	2	26	12	11.4	6	8
2012	2	27	21	22.2	7	13
2012	2	28	20	22.8	10	12
2012	2	29	21.5	24	11	16
2012	3	1	26	22.6	13	20
2012	3	2	22	26.4	11	18
2012	3	3	13.8	15	5.4	11.6
2012	3	4	16	16	3	5
2012	3	5	12.5	15	3	7.8
2012	3	6	11.5	12	1	5
2012	3	7	13.5	18.6	5.2	9
2012	3	8	11	11	6	6
2012	3	9	10.5	11.2	4	11
2012	3	10	10	10	1.4	8.8
2012	3	11	7.5	6	0	3
