year	month	day	tSnowMelt(mm)	CN	SR(m3/s)	PET(mm)	AET(mm)	Infil(mm)	BF(m3/s)	Discharge(m3/s)
2011.0	12.0	16.0	0	58.9926058254	1.24222296849	1.30344797683	0	0	3.82424958530	5.06647255379	
2011.0	12.0	17.0	0.367598044969	59.1880297186	1.00210243138	1.53919273217	0.239860526539	0.116353471945	3.67207144120	4.67417387258	
2011.0	12.0	18.0	0.735181865942	59.3855880585	0.891809901534	1.60423443451	0.261019245562	0.462368850783	3.64358365890	4.53539356043	
2011.0	12.0	19.0	0.890856013876	59.5852554490	0.849344167925	1.67972349925	0.427750745355	0.567010518566	3.65162551753	4.50096968546	
2011.0	12.0	20.0	0.337657008881	59.7870052220	0.685835626809	1.59402889311	0.24871355617	0.0779652185042	3.49520006167	4.18103568848	
2011.0	12.0	21.0	0	59.9908094109	0.548668501447	1.44938334307	0	0	3.32044005859	3.86910856003	
2011.0	12.0	22.0	0.171333621062	60.1966387257	0.438934801158	1.77625784112	0.220834474155	0	3.15441805566	3.59335285681	
2011.0	12.0	23.0	0.333243614392	60.4044625274	0.351147840926	1.66822958036	0.246577395949	0.0866653533519	3.00912187733	3.36026971826	
2011.0	12.0	24.0	0.282514484508	60.6142488041	0.280918272741	1.77629893235	0.242572388636	0.0399414037996	2.86439195797	3.14531023071	
2011.0	12.0	25.0	0.437178953977	60.8259641474	0.22485654522	1.74739747436	0.663069451815	0.191392180567	2.74861118095	2.97346772617	
2011.0	12.0	26.0	0	61.0395737294	1.88505768475	1.11551654311	0.771429794343	5.61711573585	3.9355485339	5.82060621865	
2011.0	12.0	27.0	0	61.2550412807	1.94875339633	0.747730303608	0.164150164799	1.20973216119	4.06094850870	6.00970190503	
2011.0	12.0	28.0	2.12063237393	61.4723290692	1.68769426962	1.37180423937	0.942076602989	1.58540662759	4.17328752670	5.86098179632	
2011.0	12.0	29.0	0.274571913987	61.6913978799	1.3501554157	1.15380948604	0.328663632035	0.0320627348473	3.97179650613	5.32195192183	
2011.0	12.0	30.0	0.872175854492	61.9122069955	1.11761994313	1.65107890203	0.531973540536	0.322180493512	3.86979198758	4.98741193071	
2011.0	12.0	31.0	0.178116163796	62.1347141782	0.894095954505	1.84577276295	0.228842438159	0	3.67630238820	4.57039834271	
2012.0	1.0	1.0	0.0567994140804	69.0049440757	0.715276763604	1.63461556770	0.176630900459	0	3.49248726879	4.20776403240	
2012.0	1.0	2.0	0.461970677862	69.2509500865	0.574412790193	1.87721304678	0.25184398012	0.209972324181	3.34796545696	3.92237824715	
2012.0	1.0	3.0	0	69.4965852680	0.717847558881	1.35311689800	0.870918958326	1.22149419158	3.47575514355	4.19360270243	
2012.0	1.0	4.0	0	69.7417586557	3.21336684053	1.24580458866	0.223989464933	2.23196008546	3.89638582348	7.10975266401	
2012.0	1.0	5.0	0	69.9863780929	2.57069347243	0.831257141935	0	0	3.70156653231	6.27226000473	
2012.0	1.0	6.0	0.0447781403568	70.2303502771	2.05655477794	1.00811363849	0.163193587977	0	3.51648820569	5.57304298363	
2012.0	1.0	7.0	0.612739530971	70.4735808088	1.79243075590	1.46317623567	0.296326751502	0.254073505023	3.40832897309	5.20075972899	
2012.0	1.0	8.0	1.17105650460	70.7159742436	1.48730777693	1.62219783773	0.986753394754	0.477071497317	3.34464713684	4.83195491377	
2012.0	1.0	9.0	3.45152779205	70.9574341455	2.01864636152	1.85518268786	0.95758132875	2.44914611624	3.69613916682	5.71478552834	
2012.0	1.0	10.0	3.11627519784	71.1978631434	2.24005144366	1.82169081010	1.12922996057	2.03896863475	3.92406717441	6.16411861806	
2012.0	1.0	11.0	1.05736588074	71.4371629894	2.12224193809	1.84836553589	0.566205644533	0.440083111246	3.87435853700	5.99660047508	
2012.0	1.0	12.0	0.660388391187	71.6752346197	1.70801763451	1.60576520321	0.764485896969	0.26127846347	3.71809863449	5.42611626900	
2012.0	1.0	13.0	0	71.9119782179	1.36641410761	1.49280130962	0.618088923478	0	3.53219370276	4.89860781037	
2012.0	1.0	14.0	0	72.1472932796	2.73390667907	1.26214319358	0.877082261158	3.28661644149	4.12382772713	6.85773440620	
2012.0	1.0	15.0	0	72.3810786806	2.18712534326	1.48358013284	0	0	3.91763634077	6.10476168403	
2012.0	1.0	16.0	0	72.6132327459	1.74970027460	1.71044306953	0	0	3.72175452373	5.47145479834	
2012.0	1.0	17.0	0	72.8436533215	1.39976021968	1.65161342219	0	0	3.53566679755	4.93542701723	
2012.0	1.0	18.0	0	73.0722378478	1.11980817575	1.92141358383	0	0	3.35888345767	4.47869163342	
2012.0	1.0	19.0	0	73.2988834355	0.895846540598	1.47265151510	0	0	3.19093928479	4.08678582538	
2012.0	1.0	20.0	0	73.5234869422	0.716677232478	1.55753998788	0	0	3.03139232055	3.74806955302	
2012.0	1.0	21.0	0	73.7459450523	3.24818521748	1.14797234128	0.2346414708	1.85182762318	3.37300378277	6.62118900025	
2012.0	1.0	22.0	0	73.9661543570	2.59854817398	0.888632521176	0	0	3.20435359364	5.80290176762	
2012.0	1.0	23.0	0.0674389775975	74.1840114374	2.07884048792	1.29244214324	0.202488561401	0	3.04413591395	5.12297640187	
2012.0	1.0	24.0	0.208037972233	74.3994129477	1.67975685359	1.39956230623	0.250213377423	0	2.89192911826	4.57168597184	
2012.0	1.0	25.0	0.0893355827314	74.6122557011	1.80377710322	1.57981311964	0.28905216214	0.492721410209	2.87855485242	4.68233195564	
2012.0	1.0	26.0	0.561445784957	74.8224367557	1.49102977689	1.82649498870	0.630337518419	0	2.73462710980	4.22565688669	
2012.0	1.0	27.0	1.04707379103	75.0298535028	1.23888605318	1.91854488302	0.891985211092	0.255152586323	2.65498072493	3.89386677810	
2012.0	1.0	28.0	2.43793178853	75.2344037555	1.53760254285	2.03169904244	1.27031208999	1.20101830017	2.73918457792	4.27678712076	
2012.0	1.0	29.0	0	75.4359858385	6.56993538315	1.30659131514	0.279213051811	2.50412304832	3.26912657114	9.83906195428	
2012.0	1.0	30.0	0	75.6344986789	5.25594830652	1.41019705366	0	0	3.10567024258	8.36161854910	
2012.0	1.0	31.0	0	75.8298418974	4.20475864521	1.89347716052	0	0	2.95038673045	7.15514537567	
2012.0	2.0	1.0	1.46750705622	76.0219159001	3.56365750367	2.12656229035	1.00240407803	0.437330385383	2.88604486768	6.44970237136	
2012.0	2.0	2.0	0.0465115862132	76.2106219716	18.2554847724	1.59157515444	0.831054029208	10.8569482021	4.80040867118	23.0558934436	
2012.0	2.0	3.0	0	76.3958623669	14.6043878179	1.27788798883	0	0	4.56038823762	19.1647760555	
2012.0	2.0	4.0	0	76.5775404051	11.6835102543	0.702651822876	0	0	4.33236882574	16.0158790801	
2012.0	2.0	5.0	0	76.7555605619	9.34680820346	1.30655840867	0	0	4.11575038446	13.4625585879	
2012.0	2.0	6.0	0	76.9298285631	7.47744656277	1.23954147672	0	0	3.90996286523	11.3874094280	
2012.0	2.0	7.0	0	77.1002514764	5.98195725022	1.47605298401	0	0	3.71446472197	9.69642197219	
2012.0	2.0	8.0	0	77.2667378050	4.78556580017	1.61916119311	0	0	3.52874148587	8.31430728605	
2012.0	2.0	9.0	0	77.4291975782	3.82845264014	1.28135016377	0	0	3.35230441158	7.18075705172	
2012.0	2.0	10.0	0.355829056309	77.5875424433	3.17381205175	1.87191303409	0.300627643353	0	3.184689191	6.35850124275	
2012.0	2.0	11.0	0	77.7416857560	2.53904964140	1.39352878506	0	0	3.02545473145	5.56450437285	
2012.0	2.0	12.0	0	77.8915426693	2.03123971312	0.822357703791	0	0	2.87418199488	4.905421708	
2012.0	2.0	13.0	0	78.0370302223	1.62499177050	1.46647285184	0	0	2.73047289513	4.35546466563	
2012.0	2.0	14.0	0	78.1780674268	1.29999341640	1.69051731584	0	0	2.59394925038	3.89394266678	
2012.0	2.0	15.0	0.713119457996	78.3145753535	1.26880630875	2.06131964325	0.712627478166	0.0583180029976	2.47978311229	3.74858942103	
2012.0	2.0	16.0	1.54337991877	78.4464772154	1.80170599563	2.06266897409	0.8974136765	0.685025480364	2.52517963750	4.32688563313	
2012.0	2.0	17.0	3.94921959291	78.5736984508	5.20512770315	2.37608389404	1.88702022324	2.38449023456	2.93662873620	8.14175643936	
2012.0	2.0	18.0	3.79516522129	78.6961668038	8.24143039753	2.53620794153	1.73674282685	1.77615238718	3.23531982997	11.4767502275	
2012.0	2.0	19.0	4.71056399582	78.8138124023	27.1383436329	2.27064390477	1.92073907968	9.76940637368	5.31618403057	32.4545276635	
2012.0	2.0	20.0	0.294910147285	78.9265678353	33.9528015817	2.03005682442	0.292812573058	3.03521316707	5.85871664430	39.8115182260	
2012.0	2.0	21.0	0	79.0343682267	27.1622412654	1.26953216898	0	0	5.56578081208	32.7280220774	
2012.0	2.0	22.0	0	79.1371513070	21.7297930123	1.82027001810	0	0	5.28749177148	27.0172847838	
2012.0	2.0	23.0	0	79.2348574829	17.3838344098	2.06002207080	0	0	5.02311718290	22.4069515927	
2012.0	2.0	24.0	0	79.3274299040	13.9070675279	2.13202477718	0	0	4.77196132376	18.6790288516	
2012.0	2.0	25.0	0.877845775204	79.4148145265	11.6650717446	2.48800671155	0.870695659579	0	4.53336325757	16.1984350022	
2012.0	2.0	26.0	1.30352156283	79.4969601744	10.2611427093	2.25542165284	1.18730641426	0.163568071361	4.35025675064	14.6113994599	
2012.0	2.0	27.0	5.56545815793	79.5738185975	14.7312280703	3.10624370245	2.16801636539	2.79791105878	4.77443794009	19.5056660104	
2012.0	2.0	28.0	6.41652580324	79.6453445265	19.6507252613	3.24769097038	2.60547481401	3.14137270639	5.25494015121	24.9056654125	
2012.0	2.0	29.0	10.6804539647	79.7114957245	27.9087210884	3.51297308435	3.32461655149	6.13719175127	6.22809512565	34.1368162141	
2012.0	3.0	1.0	11.5690326054	79.7722330356	34.1960055429	3.96248249077	3.06629922203	7.36190963909	7.23737175388	41.4333772968	
2012.0	3.0	2.0	10.3901378410	79.8275204297	38.4104440271	3.75423086290	2.88166784835	6.04135395256	8.04184114409	46.4522851712	
2012.0	3.0	3.0	4.50402754015	79.8773250448	48.3421574919	2.32331771534	1.97276085820	8.49750821160	9.42708673054	57.7692442224	
2012.0	3.0	4.0	0.142087607482	79.9216172242	38.6944266999	2.27042261153	0.749040760889	0	8.95573239402	47.6501590939	
2012.0	3.0	5.0	0.384786774442	79.9603705511	31.5600823216	2.34932709677	0.85934133577	0.394761842142	8.59626535000	40.1563476716	
2012.0	3.0	6.0	0	79.9935618798	26.7373259448	2.00511258189	0.408423373055	0.372413399571	8.26563369080	35.0029596356	
2012.0	3.0	7.0	0.768853251026	80.0211713620	21.4282026209	2.80170847341	1.07734194345	0.0245464511578	7.85784375323	29.2860463742	
2012.0	3.0	8.0	0.0775236544812	80.0431824705	17.2475512210	2.31877112345	0.732692924423	0	7.46495156557	24.7125027866	
2012.0	3.0	9.0	0.676715828702	80.0595820180	16.9346918560	2.59081099821	1.73133646097	1.79981968431	7.51693929518	24.4516311512	
2012.0	3.0	10.0	0	80.0703601730	13.6369599312	2.25684737103	0.353396996338	0	7.14109233042	20.7780522617	
2012.0	3.0	11.0	0	80.0755104708	10.9095679450	1.64481473686	0	0	6.78403771390	17.6936056589	
2012.0	3.0	12.0	0.209838546727	80.0750298216	9.14943884006	2.52717760671	0.436764305498	0	6.44483582820	15.5942746683	
2012.0	3.0	13.0	2.56768161603	80.0689185138	11.3898449349	3.44183448295	2.24489047172	1.41413691328	6.41685839871	17.8067033336	
2012.0	3.0	14.0	7.35493635009	80.0571802138	15.0739146385	3.80911054145	3.48256806144	3.48751038345	6.78621537058	21.8601300090	
2012.0	3.0	15.0	8.74429221764	80.0398219613	21.4699853865	3.79611959892	3.51567488619	5.93697374795	7.52934845992	28.9993338465	
2012.0	3.0	16.0	5.19525283822	80.0168541619	28.1879498713	3.49725981774	3.29967361496	5.54549868053	8.29621095163	36.4841608230	
2012.0	3.0	17.0	4.03955995724	79.9882905741	28.4011050309	3.00758896734	2.42593577080	2.53669649295	8.43430110992	36.8354061409	
2012.0	3.0	18.0	0	79.9541482935	35.5653932552	1.86839914032	0.415917225912	3.09795157620	8.83763644227	44.4030296975	
2012.0	3.0	19.0	0	79.9144477330	28.5782158906	2.43677026459	0.475223170658	0	8.39575462016	36.9739705107	
2012.0	3.0	20.0	1.23485793956	79.8692125989	23.0184415602	3.71915604087	1.59166776570	0.00864440928268	7.97790089208	30.9963424522	
2012.0	3.0	21.0	5.43052647199	79.8184698631	22.8150134943	3.91818706376	2.42101200370	2.33849081602	8.05896404547	30.8739775398	
2012.0	3.0	22.0	6.91432748275	79.7622497320	23.4686352800	3.63572870678	2.65357298997	3.41995853507	8.30304554494	31.7716808250	
2012.0	3.0	23.0	3.34559329910	79.7005856114	22.6722305325	3.11036312872	2.63120503010	1.44552647118	8.26451387061	30.9367444031	
2012.0	3.0	24.0	1.76251098878	79.6335140679	22.1712110125	3.72947280735	2.74626724536	0.642634756367	8.05978981675	30.2310008293	
2012.0	3.0	25.0	2.37736307462	79.5610747866	20.7470823100	3.80755383829	1.52622806744	0.613677542092	7.82120145697	28.5682837670	
2012.0	3.0	26.0	5.16021595154	79.4833105255	23.7441894036	4.31498183228	1.93674328581	2.63972397087	7.96941063788	31.7136000415	
2012.0	3.0	27.0	8.08629946974	79.4002670667	29.9857361899	6.21056625582	2.66830292027	4.56384827372	8.33533937322	38.3210755631	
2012.0	3.0	28.0	3.67923601180	79.3119931637	33.5832312841	4.91765474726	4.62293761297	6.40311686501	8.91033821031	42.4935694944	
2012.0	3.0	29.0	3.77125025655	79.2185404862	27.3605196202	5.47979215649	1.55416390801	2.02211772358	8.67108474370	36.0316043638	
2012.0	3.0	30.0	4.75519588036	79.1199635616	22.6909020343	5.55014923408	2.62091702941	2.89153609504	8.52756596784	31.2184680021	
2012.0	3.0	31.0	6.13537630041	79.0163197132	31.0064150075	5.95895090013	5.60399748965	10.6829343504	9.41615026222	40.4225652697	
2012.0	4.0	1.0	4.96701334158	78.9076689957	25.6736181284	4.97052145947	1.40115431119	3.05207919561	9.25024398038	34.9238621088	
2012.0	4.0	2.0	5.62320072828	78.7940741287	21.6452384265	6.32363079895	1.78530169969	3.32054376948	9.11805937005	30.7632977966	
2012.0	4.0	3.0	2.52886136797	78.6756004260	17.4747115161	5.54958346070	1.22608700444	1.46778890512	8.72156882696	26.1962803431	
2012.0	4.0	4.0	1.68367565314	78.5523157243	14.0552546651	5.11035250789	2.49771168417	0.809992735705	8.31827686657	22.3735315317	
2012.0	4.0	5.0	1.96827821012	78.4242903079	11.3426527532	4.75292507110	0.738195071845	1.05937671682	7.94524394430	19.2878966975	
2012.0	4.0	6.0	3.01933435242	78.291596832	9.31630734121	5.56646350839	0.762282651333	2.06065452424	7.63139189059	16.9476992318	
2012.0	4.0	7.0	3.80500231610	78.1543102440	7.83760312324	5.65048671589	0.883367511369	2.66951187513	7.35787746298	15.1954805862	
2012.0	4.0	8.0	3.65100009264	78.0125077022	6.62259356517	6.97802602864	0.91240978016	2.44980381697	7.08914552383	13.7117390890	
2012.0	4.0	9.0	3.80170418751	77.8662684937	5.67842054048	6.64604147198	0.900973785826	2.57573648701	6.83894762130	12.5173681618	
2012.0	4.0	10.0	0.894318139707	77.7156739494	4.55717434085	7.57183424892	0.926865426822	0	6.49700024023	11.0541745811	
2012.0	4.0	11.0	0	77.5608073583	3.64573947268	8.03857156087	0	0	6.17215022822	9.81788970090	
2012.0	4.0	12.0	0	77.4017538805	2.91659157814	8.10124860553	0	0	5.86354271681	8.78013429495	
2012.0	4.0	13.0	0	77.2386004585	2.33327326251	5.63566714671	0	0	5.57036558097	7.90363884348	
2012.0	4.0	14.0	0	77.0714357274	1.87449238923	4.44387867702	1.88766624175	0	5.29184730192	7.16633969115	
2012.0	4.0	15.0	0	76.9003499248	1.49959391138	6.64926215969	0	0	5.02725493682	6.52684884820	
2012.0	4.0	16.0	0	76.7254347994	1.22755277205	6.55305688442	4.12923927064	0	4.77589218998	6.00344496204	
2012.0	4.0	17.0	0	76.5467835188	2.41793180108	5.65817582012	4.83138234534	0.471382826584	4.62024616760	7.03817796869	
2012.0	4.0	18.0	0	76.3644905773	14.1581104697	4.26970114058	4.08219563885	10.4368363457	6.17573673307	20.3338472028	
2012.0	4.0	19.0	0	76.1786517033	12.1179146561	5.94144786583	4.75183148333	0.0396321932151	5.87581675769	17.9937314138	
2012.0	4.0	20.0	0	75.9893637658	9.69433172488	6.27909807768	1.38861897033	0	5.58202591980	15.2763576447	
2012.0	4.0	21.0	0	75.7967246820	30.7811293159	4.43299074060	4.27629850046	15.1339040832	8.12252769878	38.9036570147	
2012.0	4.0	22.0	0	75.6008333240	25.0406024698	4.08122545037	3.49593933084	0.300380974136	7.74239530112	32.7829977710	
2012.0	4.0	23.0	0	75.4017894261	20.0324819759	4.46436013813	0	0	7.35527553606	27.3877575119	
2012.0	4.0	24.0	0	75.1996934926	16.3497246496	3.95027563834	3.32191757994	0.160049113227	6.99399014724	23.3437147968	
2012.0	4.0	25.0	0	74.9946467057	13.0797797197	4.17744148663	0.585374082018	0	6.64429063988	19.7240703596	
2012.0	4.0	26.0	0	74.7867508344	10.4638237757	5.21149813275	0.221795284957	0	6.31207610788	16.7758998836	
2012.0	4.0	27.0	0	74.5761081439	8.37105902060	5.61076185737	0	0	5.99647230249	14.3675313231	
2012.0	4.0	28.0	0	74.3628213061	6.69684721648	5.88278835825	0	0	5.69664868736	12.3934959038	
2012.0	4.0	29.0	0	74.1469933108	5.35747777318	6.21215816025	0	0	5.41181625299	10.7692940262	
2012.0	4.0	30.0	0	73.9287273782	4.28598221855	6.59793835919	0	0	5.14122544035	9.42720765889	
2012.0	5.0	1.0	0	73.7081268723	3.42878577484	5.54281058594	0	0	4.88416416833	8.31294994316	
2012.0	5.0	2.0	0	73.4852952165	2.74302861987	7.60977039721	2.94346229862	0	4.63995595991	7.38298457978	
2012.0	5.0	3.0	0	73.2603358092	2.19442289590	8.69555876472	0	0	4.40795816192	6.60238105781	
2012.0	5.0	4.0	0	73.0333519423	1.87830726389	7.93607194630	5.67079352857	0	4.18756025382	6.06586751771	
2012.0	5.0	5.0	0	72.8044467203	1.50264581111	7.17169231414	0	0	3.97818224113	5.48082805224	
2012.0	5.0	6.0	0	72.5737229819	1.21180362944	6.128689631	3.64870207606	0	3.77927312907	4.99107675852	
2012.0	5.0	7.0	0	72.3412832227	0.969442903554	6.64199016276	0	0	3.59030947262	4.55975237617	
2012.0	5.0	8.0	0	72.1072295201	1.95251307889	6.76906878086	5.92704647437	0.916191462604	3.48407173665	5.43658481555	
2012.0	5.0	9.0	0	71.8716634599	1.56201046312	6.46751510109	0	0	3.30986814982	4.87187861293	
2012.0	5.0	10.0	0	71.6346860656	1.24960837049	6.72029269695	0	0	3.14437474233	4.39398311282	
2012.0	5.0	11.0	0	71.3963977287	0.999686696394	7.01446342022	0	0	2.98715600521	3.98684270161	
2012.0	5.0	12.0	0	71.1568981418	0.799749357115	6.98917778654	0	0	2.83779820495	3.63754756207	
2012.0	5.0	13.0	0	70.9162862337	0.639799485692	8.63819098624	0	0	2.69590829470	3.33570778040	
2012.0	5.0	14.0	0	70.6746601070	0.517155963406	8.81733938531	4.25788405202	0	2.56111287997	3.07826884337	
2012.0	5.0	15.0	0	70.4321169772	0.414713861318	7.70261173998	3.45286114917	0	2.43305723597	2.84777109729	
2012.0	5.0	16.0	0	70.1887531149	0.359717039859	7.07542599186	4.27441022695	0	2.31140437417	2.67112141403	
2012.0	5.0	17.0	0	69.9446637899	0.287773631887	7.57952686941	0	0	2.19583415546	2.48360778735	
2012.0	5.0	18.0	0	69.6999432180	0.23021890551	8.09965888346	0	0	2.08604244769	2.31626135320	
2012.0	5.0	19.0	0	69.4546845096	0.184175124408	7.89100518984	0	0	1.98174032531	2.16591544971	
2012.0	5.0	20.0	0	69.2089796211	0.147340099526	8.69029249359	0	0	1.88265330904	2.02999340857	
2012.0	5.0	21.0	0	68.9629193088	0.117872079621	8.99756160128	0	0	1.78852064359	1.90639272321	
2012.0	5.0	22.0	0	68.7165930849	0.0942976636968	9.94859139877	0	0	1.69909461141	1.79339227511	
2012.0	5.0	23.0	0	68.4700891764	0.887156274618	8.58613049666	6.65528155223	0	1.61413988084	2.50129615546	
2012.0	5.0	24.0	0	68.2234944854	20.5063880934	5.60689072231	5.25027348519	13.0326464284	4.71455741192	25.2209455053	
2012.0	5.0	25.0	0	67.9768945532	16.4051104747	7.79208209826	0	0	4.47882954133	20.8839400161	
2012.0	5.0	26.0	0	67.7303735258	13.1240883798	8.57916254018	0	0	4.25488806426	17.3789764440	
2012.0	5.0	27.0	0	67.4840141219	10.6137378832	5.80840947866	3.47408803403	0	4.04214366105	14.6558815442	
2012.0	5.0	28.0	0	67.2378976039	8.49099030653	7.26964300016	0	0	3.84003647800	12.3310267845	
2012.0	5.0	29.0	0	66.9921037506	6.79279224522	8.89764418600	0	0	3.64803465410	10.4408268993	
2012.0	5.0	30.0	0	66.7467108322	5.43423379618	9.15160799616	0	0	3.46563292139	8.89986671757	
2012.0	5.0	31.0	0	66.5017955883	4.34738703694	8.89053811278	0	0	3.29235127532	7.63973831226	
2012.0	6.0	1.0	0	66.2574332073	3.47790962955	9.41152597896	0	0	3.12773371155	6.60564334111	
2012.0	6.0	2.0	0	66.0136973087	2.78232770364	7.26374428090	0	0	2.97134702598	5.75367472962	
2012.0	6.0	3.0	0	65.7706599275	2.22586216291	5.96563472638	0	0	2.82277967468	5.04864183759	
2012.0	6.0	4.0	0	65.5283915000	1.78068973033	7.91160850822	0	0	2.68164069094	4.46233042128	
2012.0	6.0	5.0	0	65.2869608529	1.42455178426	10.9912570406	0	0	2.54755865640	3.97211044066	
2012.0	6.0	6.0	0	65.0464351940	1.13964142741	9.25726193667	0	0	2.42018072358	3.55982215099	
2012.0	6.0	7.0	0	64.8068801040	0.91171314193	10.3431611575	0	0	2.29917168740	3.21088482933	
2012.0	6.0	8.0	0	64.5683595321	0.729370513544	9.71785248318	0	0	2.18421310303	2.91358361657	
2012.0	6.0	9.0	0	64.3309357921	0.583496410835	6.79882334225	0	0	2.07500244788	2.65849885871	
2012.0	6.0	10.0	0	64.0946695605	0.466797128668	6.44272094085	0	0	1.97125232548	2.43804945415	
2012.0	6.0	11.0	0	63.8596198775	0.582428380477	7.72501424500	3.87330040488	0	1.87268970921	2.45511808969	
2012.0	6.0	12.0	0	63.6258441484	0.465942704382	9.57935065752	1.81098966190	0	1.77905522375	2.24499792813	
2012.0	6.0	13.0	0	63.3933981475	0.372754163505	9.10197049840	0	0	1.69010246256	2.06285662607	
2012.0	6.0	14.0	0	63.1623360237	0.298203692464	8.83018709811	2.89219002262	0	1.60559733943	1.90380103190	
2012.0	6.0	15.0	0	62.9327103072	0.239048963858	9.04433967560	5.37045668501	0	1.52531747246	1.76436643632	
2012.0	6.0	16.0	0	62.7045719182	0.191239171086	9.43402748883	0	0	1.44905159884	1.64029076992	
2012.0	6.0	17.0	0	62.4779701771	0.152991336869	8.68253023053	0	0	1.37659901890	1.52959035577	
2012.0	6.0	18.0	0	62.2529528155	2.99617634477	8.06820963914	6.66970422563	2.74587476519	2.01974124929	5.01591759406	
2012.0	6.0	19.0	0	62.0295659894	7.92371975145	4.74107021842	4.51866025042	11.4669312057	3.89073294699	11.8144526984	
2012.0	6.0	20.0	0	61.8078542932	6.36934467973	5.45043725685	4.24268668771	0	3.69619629964	10.0655409794	
2012.0	6.0	21.0	0	61.5878607750	5.09835848181	7.36823909068	5.13371331346	0	3.51138648466	8.60974496648	
2012.0	6.0	22.0	0	61.3696269532	4.07868678545	9.36234013501	0	0	3.33581716043	7.41450394588	
2012.0	6.0	23.0	0	61.1531928343	3.26294942836	8.18700675706	0	0	3.16902630241	6.43197573077	
2012.0	6.0	24.0	0	60.9385969314	2.61035954269	7.36897438550	0	0	3.01057498729	5.62093452998	
2012.0	6.0	25.0	0	60.7258762842	2.08828763415	7.61781262811	0	0	2.86004623792	4.94833387207	
2012.0	6.0	26.0	0	60.5150664796	1.67063010732	7.79659768170	0	0	2.71704392603	4.38767403335	
2012.0	6.0	27.0	0	60.3062016732	1.33650408586	7.92298699582	0	0	2.58119172972	3.91769581558	
2012.0	6.0	28.0	0	60.0993146121	1.06920326869	9.58006603169	0	0	2.45213214324	3.52133541192	
2012.0	6.0	29.0	0	59.8944366574	0.855362614948	8.80048691420	0	0	2.32952553608	3.18488815102	
2012.0	6.0	30.0	0	59.6915978089	0.684290091959	7.00201396502	2.22827601291	0	2.21304925927	2.89733935123	
2012.0	7.0	1.0	0	59.4908267295	0.547432073567	8.70616278766	1.74677219514	0	2.10239679631	2.64982886988	
2012.0	7.0	2.0	0	59.2921507700	0.438649708175	6.13267608055	2.95008653972	0	1.99727695649	2.43592666467	
2012.0	7.0	3.0	0	59.0955959953	0.35091976654	8.18705767230	2.82844218796	0	1.89741310867	2.24833287521	
2012.0	7.0	4.0	0	58.9011872108	0.280735813232	9.45367799982	0	0	1.80254245324	2.08327826647	
2012.0	7.0	5.0	0	58.7089479887	0.224588650586	9.54918348837	0	0	1.71241533057	1.93700398116	
2012.0	7.0	6.0	0	58.5189006956	0.179670920468	7.90291121307	0	0	1.62679456405	1.80646548451	
2012.0	7.0	7.0	0	58.3310665198	0.143736736375	7.52062911257	1.65559189584	0	1.54545483584	1.68919157222	
2012.0	7.0	8.0	0	58.1454654993	0.1149893891	8.18041686411	0	0	1.46818209405	1.58317148315	
2012.0	7.0	9.0	0	57.9621165498	0.0919915112799	7.93336372074	0	0	1.39477298935	1.48676450063	
2012.0	7.0	10.0	0	57.7810374933	0.0735932090239	7.07162967963	1.10647851238	0	1.32503433988	1.39862754890	
2012.0	7.0	11.0	0	57.6022450863	0.0588745672191	6.45009070325	2.53737631369	0	1.25878262289	1.31765719011	
2012.0	7.0	12.0	0	57.4257550488	0.0470996537753	7.16769018452	0	0	1.19584349174	1.24294314552	
2012.0	7.0	13.0	0	57.2515820931	0.0376797230202	7.17098145264	0	0	1.13605131716	1.17373104018	
2012.0	7.0	14.0	0	57.0797399523	0.237036517674	5.67654315573	4.51670182736	0.257837827228	1.13693448752	1.37397100519	
2012.0	7.0	15.0	0	56.9102414100	1.82308178281	6.86820515675	4.89881043057	2.35795832380	1.70675722157	3.52983900438	
2012.0	7.0	16.0	0	56.7430983281	1.50649397563	7.05652854224	3.34565233293	0	1.62141936050	3.12791333612	
2012.0	7.0	17.0	0	56.5783216769	9.53040376075	7.03262783945	6.57685297598	10.8295982114	4.08094486965	13.6113486304	
2012.0	7.0	18.0	0	56.4159215630	7.62432300860	7.54838002161	0.672432513571	0	3.87689762617	11.5012206348	
2012.0	7.0	19.0	0	56.2559072584	6.09945840688	8.80969385032	0.862640540249	0	3.68305274486	9.78251115174	
2012.0	7.0	20.0	0	56.0982872288	4.87956672550	7.10937710867	0.512513280132	0	3.49890010762	8.37846683312	
2012.0	7.0	21.0	0	55.9430691627	7.67650040174	7.26169371172	5.77936714166	4.95408130800	4.63233213951	12.3088325413	
2012.0	7.0	22.0	0	55.7902599988	6.14120032140	7.87487729418	0	0	4.40071553253	10.5419158539	
2012.0	7.0	23.0	0	55.6398659546	4.91296025712	7.16347333426	0	0	4.18067975590	9.09364001302	
2012.0	7.0	24.0	0	55.4918925539	3.93036820569	7.49961129382	0	0	3.97164576811	7.90201397380	
2012.0	7.0	25.0	0	55.3463446546	3.14429456455	7.39904544162	0	0	3.77306347970	6.91735804426	
2012.0	7.0	26.0	0	55.2032264758	2.52085462056	7.93030862614	5.64003244902	0	3.58441030572	6.10526492628	
2012.0	7.0	27.0	0	55.0625416249	2.01668369645	7.29439561132	0	0	3.40518979043	5.42187348688	
