year	month	day	34.5	190	1500	280	1000				
2009	6	1	0	2.5	6.5	2.5	2.5				
2009	6	2	2.5	9	1.5	0	2				
2009	6	3	0	0	0	0	0				
2009	6	4	0	0	0	0	0				
2009	6	5	0	0	0	0	0				
2009	6	6	0	0	0	0	0				
2009	6	7	0	0	0	0	0				
2009	6	8	0	0.5	0	1	0				
2009	6	9	3	3	6.5	7	12.5				
2009	6	10	0	0	0	0	0				
2009	6	11	0	0	0	0	0				
2009	6	12	0	0	0	0	0				
2009	6	13	0	0	0	0	0				
2009	6	14	0	0	0	0	0				
2009	6	15	0	0	0	0	0				
2009	6	16	0	0	0	0	0				
2009	6	17	0	0	0	0	0				
2009	6	18	0	0	0	0	0				
2009	6	19	3	6	0	4.5	0				
2009	6	20	0	0.5	2	0	0				
2009	6	21	0	0.5	0	7.5	0				
2009	6	22	0	0	0	0	0				
2009	6	23	0	0	0	0	0				
2009	6	24	0	0	0	0	0				
2009	6	25	0	0	0	0	0				
2009	6	26	0	0	0	0	0				
2009	6	27	0	0	0	0	0				
2009	6	28	0	0	0	0	0				
2009	6	29	1	1	0	0	0				
2009	6	30	0	0	0	0	0				
2009	7	1	0	0	0	0	0				
2009	7	2	0	0	1	0	0				
2009	7	3	0	0	0	0	0				
2009	7	4	0	0	0	0	0				
2009	7	5	0	0	0	0	3				
2009	7	6	0	0	0	0	0				
2009	7	7	0	0	0	0	0				
2009	7	8	0	0	0	0	0				
2009	7	9	0	0	0	0	0				
2009	7	10	0	0	0	0	0				
2009	7	11	0	0	0	0	0				
2009	7	12	0	0	0	0	0				
2009	7	13	0	0	0	0	0				
2009	7	14	0	0	0	0	0				
2009	7	15	0	0	0	0	0				
2009	7	16	0	0	0	0	0				
2009	7	17	0	0	0	0	0				
2009	7	18	0	0	0	0	0				
2009	7	19	0	0	0	0	0				
2009	7	20	0	0	0	0	0				
2009	7	21	0	0	0	0	0				
2009	7	22	0	0	0	0	0				
2009	7	23	0	0	0	0	0				
2009	7	24	0	0.5	0	0	0				
2009	7	25	0	0	0	0	0				
2009	7	26	0	0	0	0	0				
2009	7	27	0	0	0	0	0				
2009	7	28	0	0	0	0	0				
2009	7	29	0	0	0	0	0				
2009	7	30	1.5	20	0	7	0				
2009	7	31	6	7	1	10	0				
2009	8	1	0.5	2	0	0	0				
2009	8	2	0	0	0	0	0				
2009	8	3	0	0	0	0	0				
2009	8	4	0	0	0	1.5	0				
2009	8	5	7	8	8.5	8	5				
2009	8	6	3.5	4	0.5	2	3				
2009	8	7	0	0	0	0	2				
2009	8	8	0	0	0	0	0				
2009	8	9	0	0	0	0	0				
2009	8	10	0	0	0	5	0				
2009	8	11	0	0	0	0	0				
2009	8	12	10.5	8.5	0	11	0				
2009	8	13	8.5	21	0	20	0				
2009	8	14	10.5	25	0	9	0				
2009	8	15	14	36.5	0	35	0				
2009	8	16	4	5	0	4	0				
2009	8	17	2.5	11	0	5	0				
2009	8	18	0	0	0	0	0				
2009	8	19	0	0	0	0	0				
2009	8	20	0	0	0	0	0				
2009	8	21	0	0	0	0	0				
2009	8	22	0	1	0	1.5	0				
2009	8	23	0	2.5	0	1	1				
2009	8	24	3	13.5	0	16.5	0				
2009	8	25	0	0	0	0	0				
2009	8	26	0	0	0	0	0				
2009	8	27	0	0	0	0	0				
2009	8	28	0	0	0	0	0				
2009	8	29	0	0	0	0	0				
2009	8	30	0	0	0	0	0				
2009	8	31	0	0	0	0	0				
2009	9	1	0	0	0	0	0				
2009	9	2	0	0	0	0	0				
2009	9	3	0	0	0	0	0				
2009	9	4	0	0	0	0	0				
2009	9	5	0	0	0	0	0				
2009	9	6	0	0	0	0	0				
2009	9	7	0	0	0	0	0				
2009	9	8	0	0	0	0	0				
2009	9	9	0	1	0	0	0				
2009	9	10	0	0	0	0	0				
2009	9	11	0	0	0	0	0				
2009	9	12	0	0	0	0	0				
2009	9	13	0	0	0	0	0				
2009	9	14	0	0	0	0	0				
2009	9	15	2	7.5	6	13.5	3.5				
2009	9	16	0	0	3	8.5	4.5				
2009	9	17	0	0	1	0	5				
2009	9	18	1.5	0	9	3.5	4.5				
2009	9	19	0	0.5	2.5	0.5	0				
2009	9	20	0	0.5	3	0	0				
2009	9	21	0	0	0	0	0				
2009	9	22	0	0	0	0	0				
2009	9	23	0	0	0	0	0				
2009	9	24	17.5	53.5	6	44	12				
2009	9	25	2.5	11.5	10.5	8	11.5				
2009	9	26	0	0	0	0	0				
2009	9	27	0	0	0	0	0				
2009	9	28	0	0	0	0	0				
2009	9	29	0	0	0	0	0				
2009	9	30	0	2.5	0	3.5	0				
2009	10	1	0	0	0	0	0				
2009	10	2	0	0	0	0	0				
2009	10	3	0	0	0	0	0				
2009	10	4	0	0	0	0	0				
2009	10	5	0	0	0	0	0				
2009	10	6	0	0	0	0	0				
2009	10	7	0	0	0	0	0				
2009	10	8	4	2	0	0	0				
2009	10	9	0	0	0	0	0				
2009	10	10	0	0	0	0	0				
2009	10	11	0	0	0	0	0				
2009	10	12	0	0	0	0	0				
2009	10	13	0	0	0	0	0				
2009	10	14	0	0	0	0	0				
2009	10	15	0	0	0	0	0				
2009	10	16	0	0	0	0	0				
2009	10	17	0	0	0	0	0				
2009	10	18	0	0	0	0	1				
2009	10	19	0	0	0	0	0				
2009	10	20	0	0	0	0	0				
2009	10	21	0	0	0	0	0				
2009	10	22	0	0	0	0	0				
2009	10	23	0	0	0	0	0				
2009	10	24	0	0	0	0	0				
2009	10	25	0	0	0	0	0				
2009	10	26	3	2.5	0	2.5	0				
2009	10	27	4	7.5	8	5.5	7				
2009	10	28	0	0	0	0	0				
2009	10	29	0	0	0	0	0				
2009	10	30	0	0	0	0	0				
2009	10	31	0	0	0	0	0				
2009	11	1	0	0	0	0	0				
2009	11	2	0	0	0	0	0				
2009	11	3	0	0	0	0	0				
2009	11	4	1.5	4	9.5	3.5	14.5				
2009	11	5	0	0	0	0	0				
2009	11	6	0	0	3.5	16	0				
2009	11	7	2	11	7.6	42	19.5				
2009	11	8	0	0	0	0	0				
2009	11	9	0	0	0	0	0				
2009	11	10	0	0	0	0	0				
2009	11	11	0	0	0	0	0				
2009	11	12	0	0	0	0	0				
2009	11	13	0	0	0	0	0				
2009	11	14	0	0	0	0	0				
2009	11	15	0	0	0	0	0				
2009	11	16	0	0	0	0	0				
2009	11	17	0	0	0	0	0				
2009	11	18	0	0	0	0	0				
2009	11	19	8.5	11.5	5	12.5	3				
2009	11	20	4	3	1	6.5	0				
2009	11	21	0	0	0	0	0				
2009	11	22	19.5	32	15	33.5	16.5				
2009	11	23	0	0	0	0	0				
2009	11	24	9	6	6.5	8.5	5.5				
2009	11	25	0	0	2	0	0				
2009	11	26	0	0	0	0	0				
2009	11	27	6	9	0	14.5	0				
2009	11	28	0	0	0	0	0				
2009	11	29	0	0	0	0	0				
2009	11	30	0	0	2.5	0	3				
2009	12	1	0	0	0	5	0				
2009	12	2	12.5	28	7	20.5	4.5				
2009	12	3	5.5	16	4	18	1				
2009	12	4	0	0	0	0	0				
2009	12	5	0	0	0	0	0				
2009	12	6	0	0	0	0	0				
2009	12	7	0	0	0	0	0				
2009	12	8	2.5	4.5	12.5	6	8.5				
2009	12	9	8.3	11.5	2.5	11.5	2				
2009	12	10	0	0.5	2	0	0				
2009	12	11	0	0	0	0	0				
2009	12	12	0	0	0	0	0				
2009	12	13	0	0	0	0	0				
2009	12	14	0	0	0	0	0				
2009	12	15	19	20	0	20	2				
2009	12	16	2.5	2.5	1.5	2	0				
2009	12	17	0	0	0	0	0				
2009	12	18	0	0	0	0	0				
2009	12	19	0	0	0	0	0				
2009	12	20	1	0.5	0	0	3				
2009	12	21	0	0	0	0	0				
2009	12	22	0	0	0	0	0				
2009	12	23	0	2	0	0	0				
2009	12	24	2	0	0	3	3.5				
2009	12	25	1.5	6	4.5	5	0				
2009	12	26	0	0	0	0	0				
2009	12	27	0	0	0	0	0				
2009	12	28	0	0	0	0	0				
2009	12	29	0	0	0	0	0				
2009	12	30	0	0	0	0	0				
2009	12	31	0	0	0	0	0				
2010	1	1	3.5	3	0	2	2.5				
2010	1	2	0	0	0	0	0				
2010	1	3	0	0	0	0	0				
2010	1	4	0	0	0	0	0				
2010	1	5	7	9	5	17	0				
2010	1	6	4.5	13.5	0	13	1				
2010	1	7	0.5	1	0	0	0				
2010	1	8	0	0	0	0	0				
2010	1	9	0	0	0	0	0				
2010	1	10	0	0	0	0	0				
2010	1	11	0	0	0	0	0				
2010	1	12	0	0	0	0	0				
2010	1	13	0	0	0	0	0				
2010	1	14	0	0	0	0	0				
2010	1	15	0	0	0	0	0				
2010	1	16	0	0	0	0	0				
2010	1	17	0	0	0	0	0				
2010	1	18	0	0.5	0	0.5	0				
2010	1	19	0	0	0	0	0				
2010	1	20	0	0	0	0	0				
2010	1	21	0	0	0	0	0				
2010	1	22	0	0	0	0	2				
2010	1	23	1.5	0.5	2	1	0				
2010	1	24	0	0	0	0	0				
2010	1	25	0	0	0	0	0				
2010	1	26	29.5	34	11	37	9.5				
2010	1	27	7	14.5	3	21	1.5				
2010	1	28	0	0	0	0	0				
2010	1	29	0	0	0	0	0				
2010	1	30	0	0	0	0	0				
2010	1	31	0	0	0	0	0				
2010	2	1	0	0	0	0	0				
2010	2	2	1	0	0	0	0				
2010	2	3	0	0	0	0	0				
2010	2	4	0	0	0	0	8				
2010	2	5	30	40	22	43	14				
2010	2	6	16.5	31	3	17	0				
2010	2	7	5	10.5	7	9.5	0				
2010	2	8	0	0	1	0	0				
2010	2	9	0	0	0	0	0				
2010	2	10	0	0	0	0	0				
2010	2	11	14	14.5	1	27	2				
2010	2	12	5	12	0	22	0				
2010	2	13	7	18.5	8	23.5	4				
2010	2	14	0	0	0	0	0				
2010	2	15	0	0	0	0	0				
2010	2	16	0	0	0	0	0				
2010	2	17	0	1.5	0	0	0				
2010	2	18	0	0	0	0	0				
2010	2	19	0	0	0	0	0				
2010	2	20	2.5	4	0	5	0				
2010	2	21	2	8	2	3.5	1				
2010	2	22	0	0	0	0	0				
2010	2	23	37	64	9	62	16				
2010	2	24	0	0	0	0	0				
2010	2	25	0	0	0	0	0				
2010	2	26	0	0	0	0	0				
2010	2	27	13	11.5	8	15	18				
2010	2	28	0	0	0	0	0				
2010	3	1	0	0.5	0	0	0				
2010	3	2	4.5	8	1	9.5	3.5				
2010	3	3	0.5	1.5	0	0	0				
2010	3	4	1	0	0	0	0				
2010	3	5	1.5	9.5	1	17.5	4				
2010	3	6	0	0	0	0	0				
2010	3	7	0	0	0	0	0				
2010	3	8	0	2.5	0	0	0				
2010	3	9	0	0	0	0	0				
2010	3	10	0	0	0	0	0				
2010	3	11	4	11	0	10.5	0				
2010	3	12	0	0	0	0	0				
2010	3	13	0	0	0	0	0				
2010	3	14	0	0	0	0	0				
2010	3	15	0	0	0	0	0				
2010	3	16	0	1	0	0	0				
2010	3	17	5.5	19	0	17	0				
2010	3	18	1	4	0	6	0				
2010	3	19	5.5	22	1	23.5	0				
2010	3	20	0.5	5	3	6.5	0				
2010	3	21	3	7	0	4	1.5				
2010	3	22	2.5	4.5	6	4.5	3.5				
2010	3	23	0	0	0	0	0				
2010	3	24	0	0	0	0	0				
2010	3	25	0	0	0	0	0				
2010	3	26	0	0	0	0	0				
2010	3	27	0	0	2	0	0				
2010	3	28	7.5	3	0	7	0				
2010	3	29	0	0	0	0	0				
2010	3	30	0	0	0	0	0				
2010	3	31	0	0	0	0	0				
2010	4	1	1.5	2.5	0	3	2				
2010	4	2	4	9	5	9	0				
2010	4	3	0	0	0	0	0				
2010	4	4	0	0	0	0	0				
2010	4	5	2	9	0	6	0				
2010	4	6	1.5	1	0	2	0				
2010	4	7	0	0	0	0	0				
2010	4	8	0	0	0	0	0				
2010	4	9	0	0	0	0	0				
2010	4	10	4	9.5	2	13	1.5				
2010	4	11	0	0	0	1	0				
2010	4	12	0	0	0	0	0				
2010	4	13	0	0	0	0	0				
2010	4	14	0	5.5	0	9.5	0				
2010	4	15	0	0	0	0	0				
2010	4	16	0	0	0	0	0				
2010	4	17	0	0	2	0	3.5				
2010	4	18	2	3	2	0	3				
2010	4	19	27.5	37.5	24	43.5	39				
2010	4	20	10	15	2	11	0				
2010	4	21	0	0	0	0	0				
2010	4	22	0	0	0	0	0				
2010	4	23	0	0	0	0	0				
2010	4	24	3.5	13	0	15	0				
2010	4	25	5.5	19	3	18	1				
2010	4	26	1	8.5	5	8	3.5				
2010	4	27	0	0	0	0	0				
2010	4	28	0	0	0	1	0				
2010	4	29	3	3.5	0	3	0				
2010	4	30	10	10	7.5	9	0				
2010	5	1	0.5	3	0	1.5	0				
2010	5	2	0.5	0	0	0	0				
2010	5	3	3.5	5.5	0	5	6.5				
2010	5	4	1	8	0	4	0				
2010	5	5	12	16.5	27.5	7.5	0				
2010	5	6	2.5	5.5	0	4	1				
2010	5	7	0	0	0	0.5	3				
2010	5	8	0	0	3	0	1				
2010	5	9	0	0	0	0	0				
2010	5	10	0	0	0	0	0				
2010	5	11	0	0	0	0	0				
2010	5	12	0	0	0	0	0				
2010	5	13	0	0	0	0	0				
2010	5	14	0	2	2	2.5	1				
2010	5	15	1	0	1	1	0				
2010	5	16	0	0.5	29	0	1.5				
2010	5	17	0	0	0	0	0				
2010	5	18	0	0	0	0	0				
2010	5	19	0	0	0	0	0				
2010	5	20	0	0	0	0	2				
2010	5	21	0	0	0	0	2.5				
2010	5	22	0	0	0	0	0				
2010	5	23	0	0	0	0	0				
2010	5	24	0	0	0	0	0				
2010	5	25	0	2	3	3	0				
2010	5	26	0	0	0	0	0				
2010	5	27	0	0	0	0	0				
2010	5	28	0	0	0	0	0				
2010	5	29	0	0	0	0	0				
2010	5	30	0	0	0	0	0				
2010	5	31	0	0.5	0	0	0				
2010	6	1	0	0	0	3	0				
2010	6	2	0	0	0	0	0				
2010	6	3	0	0	0	0	0				
2010	6	4	0	0	0	0	0				
2010	6	5	0	0	0	0	0				
2010	6	6	0	0	0	0	0				
2010	6	7	0	0	0	0	0				
2010	6	8	0	0	0	0	0				
2010	6	9	0	0	0	0	0				
2010	6	10	0	0	0	0	0				
2010	6	11	0	0	0	0	0				
2010	6	12	0	0	0	0	0				
2010	6	13	0	0	0	0	0				
2010	6	14	0	0	0	0	0				
2010	6	15	0	0	0	0	0				
2010	6	16	0	0	0	0	0				
2010	6	17	0	0	0	0	0				
2010	6	18	0	0	0	0	0				
2010	6	19	0	0	6	1	6.5				
2010	6	20	0	0	0	0	0				
2010	6	21	0	1	0	2	0				
2010	6	22	26	16	25.5	41	16				
2010	6	23	8	8	11.5	10.5	6.5				
2010	6	24	0	0	0	0	0				
2010	6	25	0	3	0	1.5	0				
2010	6	26	0	0	0	0	0				
2010	6	27	0	0	0	0	0				
2010	6	28	0	0	0	0	0				
2010	6	29	0	0	0	0	0				
2010	6	30	0	0	0	0	0				
2010	7	1	0	0	0	0	0				
2010	7	2	0	0	0	0	0				
2010	7	3	0	0	0	0	0				
2010	7	4	0	0	0	0	0				
2010	7	5	0	0	0	0	0				
2010	7	6	0	0	0	0	0				
2010	7	7	0	0	0	0	0				
2010	7	8	0	0	0	0	0				
2010	7	9	0	0	0	0	0				
2010	7	10	0	0	0	0	0				
2010	7	11	0	0	0	0	0				
2010	7	12	0	0	0	0	0				
2010	7	13	0	0	0	0	0				
2010	7	14	0	0	0	0	0				
2010	7	15	0	0	0	0	0				
2010	7	16	0	0	0	0	0				
2010	7	17	0	0	0	0	0				
2010	7	18	0	0	0	0	0				
2010	7	19	0	0	0	0	0				
2010	7	20	0	0	0	0	0				
2010	7	21	0	0	0	0	0				
2010	7	22	0	0	0	0	0				
2010	7	23	0	0	0	0	0				
2010	7	24	0	0	0	0	0				
2010	7	25	0	0	0	0	0				
2010	7	26	0	0	0	0	0				
2010	7	27	0	0	0	0	0				
2010	7	28	0	0	0	0	0				
2010	7	29	0	3	0	0	0				
2010	7	30	0	0	0	0	0				
2010	7	31	0	0	0	0	0				
2010	8	1	0	0	0	0	0				
2010	8	2	8.5	10	0	8	0				
2010	8	3	1	2	1	1	0				
2010	8	4	0	0	0	0	0				
2010	8	5	0	0	0	0	0				
2010	8	6	0	0	0	0	0				
2010	8	7	0	0	0	0	0				
2010	8	8	0	0	0	0	0				
2010	8	9	0	0	0	0	0				
2010	8	10	0	0	0	0	0				
2010	8	11	0	0	0	0	0				
2010	8	12	0	0	0	6	2.5				
2010	8	13	0	0	0	0	0				
2010	8	14	0	0	0	0	0				
2010	8	15	0	1	0	5.5	0				
2010	8	16	0	0	0	0	0				
2010	8	17	0	0	0	0	0				
2010	8	18	0	0	0	0	0				
2010	8	19	0	0	0	0	0				
2010	8	20	0	0	0	0	0				
2010	8	21	0	0	0	0	0				
2010	8	22	0	0	0	1.5	0				
2010	8	23	0	0	0.5	1	1.5				
2010	8	24	0	0	0	0	0				
2010	8	25	0.5	0	0	17.5	0				
2010	8	26	0	0	0	0	0				
2010	8	27	0	0	0	0	0				
2010	8	28	0	2	0.5	0	0				
2010	8	29	0	0	3.5	0	3.5				
2010	8	30	0	0	0	0	0				
2010	8	31	0	0	0	0	0				
2010	9	1	0	0	0	0	0				
2010	9	2	0	0	0	0	0				
2010	9	3	0	0	0	0	0				
2010	9	4	0	0	0	0	0				
2010	9	5	0	0	0	0	0				
2010	9	6	0	0	0	0	0				
2010	9	7	0	0	0	0	0				
2010	9	8	0	0	0	0	0				
2010	9	9	0	0	0	0	0				
2010	9	10	0	0	0	0	0				
2010	9	11	0	9	1.5	0	0				
2010	9	12	0	0	0	0	0				
2010	9	13	0	0	0	0	0				
2010	9	14	0	0	0	0	0				
2010	9	15	0	2	3	3.5	0				
2010	9	16	0	0	8	7	2.5				
2010	9	17	0	0	0	0	0				
2010	9	18	0	0	0	0	0				
2010	9	19	0	0	0	0	0				
2010	9	20	0	0	0	0	0				
2010	9	21	0	0	0	0	0				
2010	9	22	0	0	0	0	0				
2010	9	23	0	0	0	0	0				
2010	9	24	0	0	0	0	0				
2010	9	25	0	0	0	0	0				
2010	9	26	0	0	0	0	0				
2010	9	27	0	1	0	1	0				
2010	9	28	0	0	0	0	0				
2010	9	29	0	0	0	0	0				
2010	9	30	0	0	0	0	0				
2010	10	1	0	0	0	0	0				
2010	10	2	0	0	0	3.5	0				
2010	10	3	0	0	0	0	0				
2010	10	4	0	0	0	0	0				
2010	10	5	0	0	0	0.5	0				
2010	10	6	0	0	0	0	2				
2010	10	7	0	4.5	0	9	0				
2010	10	8	0	0	0	0	0				
2010	10	9	0	0	0	0	0				
2010	10	10	0	0	0	0	0				
2010	10	11	0	0	0	0	2				
2010	10	12	28.5	28.5	7.5	33.5	7				
2010	10	13	0	0	0	0	0				
2010	10	14	0	0	0	0	0				
2010	10	15	0	0	0	0	0				
2010	10	16	0	0	0	0	0				
2010	10	17	0	0	0	0	0				
2010	10	18	0	0	0	0	0				
2010	10	19	0	0.5	0	0	0				
2010	10	20	0	0	0	0	0				
2010	10	21	0	0	0	0	0				
2010	10	22	0	0	0	0	0				
2010	10	23	0	0	0	0	0				
2010	10	24	1	0	0	0	0				
2010	10	25	0	1	0.5	5.5	0				
2010	10	26	0	0	0	0	0				
2010	10	27	0	0	1.5	0	3				
2010	10	28	1	2	3	4	0				
2010	10	29	0	0	0	0	0				
2010	10	30	0	0	0	0	0				
2010	10	31	0	0	0	0	0				
2010	11	1	6	12	0	8	0				
2010	11	2	0	0	2	0	3				
2010	11	3	0	0	0	0	0				
2010	11	4	0	0	0	0	0				
2010	11	5	0	0	0	0	0				
2010	11	6	0	0	0	0	0				
2010	11	7	0	0	0	0	0				
2010	11	8	0	0	0	0	0				
2010	11	9	0	0	0	0	0				
2010	11	10	0	0	0	0	0				
2010	11	11	0	0	0	0	0				
2010	11	12	0	0	0	0	0				
2010	11	13	0	0	0	0	0				
2010	11	14	0	0	0	0	0				
2010	11	15	0	0	0	0	0				
2010	11	16	0	0	0	0	0				
2010	11	17	0	0	0	0	0				
2010	11	18	0	0	0	0	0				
2010	11	19	0	0	0	0	0				
2010	11	20	0	0	0	0	0				
2010	11	21	0	0	0	0	0				
2010	11	22	0	0	0	0	0				
2010	11	23	0	0	0	0	0				
2010	11	24	0.5	0	0	0	0				
2010	11	25	0	0	0	0	0				
2010	11	26	0	0	0	0	0				
2010	11	27	0	0	0	0	0				
2010	11	28	0	0	0	0	0				
2010	11	29	0	0	0	0	0				
2010	11	30	0	0	0	0	0				
2010	12	1	0	0	0	0	0				
2010	12	2	0	0	0	0	0				
2010	12	3	0	0	0	0	0				
2010	12	4	0	0	0	0	0				
2010	12	5	0	0	0	0	0				
2010	12	6	0	0	0	0	0				
2010	12	7	0	0	0	0	0				
2010	12	8	0	0	0	0	0				
2010	12	9	0	0	0	0	0				
2010	12	10	0	0	0	0	0				
2010	12	11	0	0	0	0	0				
2010	12	12	0	0	0	0	0				
2010	12	13	0	0	0	0	0				
2010	12	14	26	13.5	1	22.5	2.5				
2010	12	15	0	0	0	0	0				
2010	12	16	0	0	0	0	0				
2010	12	17	0	0	0	0	0				
2010	12	18	0	0	0	0	0				
2010	12	19	0	0	0	0	0.5				
2010	12	20	0	0	0	0	0				
2010	12	21	0	0	0	0	0				
2010	12	22	0	0	0	0	0				
2010	12	23	0	0	0	0	0				
2010	12	24	0	0	0	0	0				
2010	12	25	0	0	0	0	0				
2010	12	26	0	0	0	0	0				
2010	12	27	0	0	0	0	0				
2010	12	28	0	0	0	0	0				
2010	12	29	0	0	0	0	0				
2010	12	30	0	0	0	0	0				
2010	12	31	0	0	0	0	0				
2011	1	1	0	0	0	0	0				
2011	1	2	0	0	0	0	0				
2011	1	3	0	0	0	0	0				
2011	1	4	0	0	0	0	0				
2011	1	5	0	0	0	0	0				
2011	1	6	0	0	0	0	0				
2011	1	7	0	0	0	0	0				
2011	1	8	0	0	0	0	0				
2011	1	9	0	0	0	0	0				
2011	1	10	19	27	12	35	10.5				
2011	1	11	9	17	8	20.5	4				
2011	1	12	6.5	14.5	11	16.5	1				
2011	1	13	0	0	6	4.5	3				
2011	1	14	0	0	0	0	0				
2011	1	15	0	0	0	0	0				
2011	1	16	9.5	10	3	9.5	1				
2011	1	17	5	7.5	5.5	14.5	8				
2011	1	18	0	0	0	0	0				
2011	1	19	0	0	0	0	0				
2011	1	20	0	0	0	0	0				
2011	1	21	0	0	0	0	0				
2011	1	22	0	0	0	0	0				
2011	1	23	0	0	0	0	0				
2011	1	24	0	0	0	0	0				
2011	1	25	0	0	0	0	0				
2011	1	26	0	0	0	0	0				
2011	1	27	0	0	0	0	0				
2011	1	28	0	0	0	0	0				
2011	1	29	0	0.5	0	0	0				
2011	1	30	0	1	0	0	0				
2011	1	31	0	0	0	0	0				
2011	2	1	0	0	1	0	0				
2011	2	2	6	11	3	8	1.5				
2011	2	3	34.5	28	19.5	48	26.5				
2011	2	4	25	25	10	21	1				
2011	2	5	0	0	0.5	1.5	0				
2011	2	6	0.5	0.5	0	0	0				
2011	2	7	0	0	0	0	0				
2011	2	8	6.5	8.5	2.5	10	2				
2011	2	9	0	0	0	0	0				
2011	2	10	0	0	0	0	0				
2011	2	11	0	0	0	0	0				
2011	2	12	9.5	22	1.5	26.5	2				
2011	2	13	0	4	0.5	3	0				
2011	2	14	0	0	0	0	0				
2011	2	15	0	0	0	0	0				
2011	2	16	0	0	0	0	0				
2011	2	17	6	8	4	13.5	4				
2011	2	18	3.5	7	0	8	0				
2011	2	19	6.5	7	9	11	3.5				
2011	2	20	0	0	0	0	0				
2011	2	21	4.5	2.5	0	3	2				
2011	2	22	14	19	0	19.5	0				
2011	2	23	1.5	11	1.5	8	0				
2011	2	24	0	0	0	2	0				
2011	2	25	1.5	1	0	1.5	0				
2011	2	26	0	0	0	0	0				
2011	2	27	1.5	1.5	0	2.5	0				
2011	2	28	1.5	4.5	0	7	1				
2011	3	1	4	5	0	5.5	0				
2011	3	2	6	13	2	18	1.5				
2011	3	3	5.5	13	4.5	32	2				
2011	3	4	0	0	1.5	0	0.5				
2011	3	5	0	1	1.5	0	2				
2011	3	6	0	0	0	0	0				
2011	3	7	0	0	0	0	0				
2011	3	8	0	0	0	0	0				
2011	3	9	0	3	0	4.5	0				
2011	3	10	0	2	0	2	0				
2011	3	11	0	0	0	0	0				
2011	3	12	0	1.5	1	2	3.5				
2011	3	13	14.5	24.5	8.5	22.5	10.5				
2011	3	14	24	33	5.5	29.5	12				
2011	3	15	1	12	10	15	7.5				
2011	3	16	0	0	0	0.5	0				
2011	3	17	0	0	0	0	0				
2011	3	18	0	0	0	0	0				
2011	3	19	0	0	0	0	0				
2011	3	20	0	0	0	0	0				
2011	3	21	0	1	0	1	0				
2011	3	22	0	0	0	0	0				
2011	3	23	0	3	0	3	0				
2011	3	24	6.5	7.5	0	12	0				
2011	3	25	0	0	0	0	0				
2011	3	26	0	0	0.5	0	0				
2011	3	27	0	0	0	0	0				
2011	3	28	0	0	0	0	0				
2011	3	29	0	0	0	0	0				
2011	3	30	0	0	0	0	0				
2011	3	31	0	0	0	0	0				
2011	4	1	0	0	0	0	0				
2011	4	2	0	1	0	0.5	0				
2011	4	3	0	0.5	0	0	0				
2011	4	4	0	1	0	0	0				
2011	4	5	0	0	0	0.5	0				
2011	4	6	0	0	0	1	0				
2011	4	7	0	1	3	0	0				
2011	4	8	0	0	7.5	1	4				
2011	4	9	0	0	0	0	0				
2011	4	10	0	0	0.5	0	0				
2011	4	11	0	0	0	0	0				
2011	4	12	0	0	0	0	0				
2011	4	13	0	0	0	0	0				
2011	4	14	0	0	0	0	0				
2011	4	15	0	0	0	0	0				
2011	4	16	0	0	0	0	0				
2011	4	17	0	0	0	0	0				
2011	4	18	0	0.5	0	0	0				
2011	4	19	0	1	0	0	0				
2011	4	20	0	0	0	0	0				
2011	4	21	0	0	0	0	0				
2011	4	22	0	4	0	4	0				
2011	4	23	1.5	4.5	0	1.5	0				
2011	4	24	0	0	0	0	0				
2011	4	25	4.5	17	0	19	0				
2011	4	26	3	8.5	3	11	3.5				
2011	4	27	4	3.5	1	4.5	0				
2011	4	28	2	8	0	11	2				
2011	4	29	0	0	0	0	0				
2011	4	30	0	0	0	0	0				
2011	5	1	0	0	0	0.5	0				
2011	5	2	0	0.5	0	0.5	1.5				
2011	5	3	0	0	1	0	0				
2011	5	4	3	2	3	2.5	1.5				
2011	5	5	0	0	0.5	0	0				
2011	5	6	0	0	0	0	0				
2011	5	7	0	0	0	0	0				
2011	5	8	0	0	0	0	0				
2011	5	9	4	3	0.5	9.5	1				
2011	5	10	0	4	0.5	5	0				
2011	5	11	0	0	0	0	0				
2011	5	12	0	0	0	0	0				
2011	5	13	0	0	0	0	0				
2011	5	14	0	0	0	0	0				
2011	5	15	0	0	0	0	0				
2011	5	16	1	1	0	1	0				
2011	5	17	0	0	0	0	0				
2011	5	18	1	0	0	0	0				
2011	5	19	0	0	0	1	0				
2011	5	20	0	0.5	2	0	2.5				
2011	5	21	0	0	0	0	0				
2011	5	22	0	0	0	1.5	0				
2011	5	23	0	0	0	0	0				
2011	5	24	10.5	11.5	1.5	16	0.5				
2011	5	25	4.5	6.5	1	11	0				
2011	5	26	0	0	0	0	0				
2011	5	27	0	0.5	4	1	1				
2011	5	28	5	4.5	3.5	5.5	0				
2011	5	29	0	0	0	0	0				
2011	5	30	0	0	0	0	0				
2011	5	31	0	0	0	0	0				
2011	6	1	0	0	0	0	0				
2011	6	2	0	0	0	0	0				
2011	6	3	0	0	1.5	1	0				
2011	6	4	0	0	0.5	0	0				
2011	6	5	0	0	0	0	0				
2011	6	6	0	0	0	0	0				
2011	6	7	0	0	0	0	0				
2011	6	8	0	0	0	0	0				
2011	6	9	0	0	0	0	0				
2011	6	10	0	0	0	0	0				
2011	6	11	0	0	0	0	0				
